,BT12,BT16,CHLA04,CHLA05,CHLA06,CHLA266
HIF1AN,0.229564084,0.358339391,0.382032527,0.42107133,1.468439389,0.077432054
INVS,0.443226202,0.017923762,1.229703045,0.507557689,0.594618999,0.58867631
OLAH,0.107019946,0.215637467,0.317849016,0.284695471,1.462259667,0.537057761
AIMP2,0.808374752,0.119720276,0.079847654,0.086405501,1.277102403,0.59500578
CCDC138,0.153090338,0.871830068,1.282380878,0.065930839,0.01386899,0.483841319
DEGS2,0.044558638,0.372650809,0.995327735,0.353041841,1.181373153,0.121877815
USP49,0.32480179,0.861583484,1.220243993,0.169762533,0.314013221,0.449917039
SP1,0.289108296,0.460233044,0.54067345,1.306997014,0.608701333,0.013502517
SPINK13,0.741358681,0.259653288,0.399828375,0.476989864,1.274281628,0.196108176
C5orf45,1.119880023,0.449820501,0.887489809,0.248911966,0.581839521,0.148540772
C20orf196,0.301771415,0.521228947,0.10195067,0.352008221,1.287841871,0.714899051
ADAM32,0.483577556,0.105617708,0.389392629,0.426393163,1.444528492,0.039547435
CGRRF1,0.038328769,0.18892774,0.805238264,0.161376783,0.758204865,1.174809829
EMC2,0.415658484,0.122782891,0.111092293,1.310668416,0.84538593,0.184251154
PPP2R5D,0.430601523,0.226805824,1.45318262,0.518717466,0.065658924,0.211398887
NXF5,0.148982078,0.490937889,1.388346288,0.187805602,0.502825698,0.433406222
KIAA0196,0.023659887,0.279415277,0.411107716,0.551975295,1.207195225,0.81057226
KCND1,0.095040575,0.355583573,0.921275625,1.039064089,0.185498336,0.753910948
VAV3,0.197485277,0.642197911,1.404151627,0.103428101,0.404183643,0.263712901
APOBEC1,0.755416648,0.457263656,1.050059503,0.059843278,0.174180055,0.866243288
SLC19A1,0.559245882,0.502791526,0.362768503,0.111108481,1.238590394,0.65042997
NXF3,0.196357404,0.286682577,1.428481929,0.665046164,0.249206213,0.031189578
ARMCX5,0.257289548,0.461330111,0.384179777,0.344026546,1.311739403,0.633272971
GCSH,0.493672739,0.146369423,0.623614825,0.720798997,1.150064352,0.412838018
CSNK2A1,0.105243506,0.894379333,0.109011504,0.227476738,1.284516206,0.376915139
RBP5,0.340268607,0.670239096,0.412404671,0.26090003,1.119039331,0.781836321
EFCAB2,0.249046759,0.213537566,0.264042418,0.668938703,1.354031158,0.456559223
ARL4A,0.821608676,1.263225098,0.110697686,0.08387434,0.02294049,0.613247954
DHX33,1.335919765,0.349892547,0.360649638,0.270780907,0.53962745,0.51475432
EIF1AY,0.185487428,0.640211998,1.303435995,0.628090373,0.339013329,0.118392271
HIF3A,0.470927602,0.513622181,0.199879405,0.440278147,1.38611502,0.161166507
RMDN2,0.731207227,0.012641984,0.745472969,0.202495461,1.073927467,0.617890179
OR52N4,0.351406271,0.455207342,0.622051333,0.101533182,1.117158717,0.831063257
RHOG,0.468682573,0.4175758,0.812284411,0.192642854,1.010854495,0.744237676
OST4,0.732055776,0.180177694,0.378441785,0.229455463,1.348942129,0.287722341
ZNF136,0.148103654,0.881020651,0.21796382,0.324556569,1.136973514,0.650369603
MAB21L3,0.733094522,0.495597659,0.400338036,0.022115054,1.250223541,0.399754335
SLC24A5,0.228138498,0.586145108,1.249843752,0.124875053,0.237617519,0.798052716
ZNF595,0.207357833,0.413505005,0.992855553,0.454484775,1.091041055,0.264563564
YES1,0.430803522,0.225690223,0.572763312,0.061142642,1.440742743,0.150343037
ZCCHC6,0.332995257,0.425988116,0.234756561,0.917415286,1.154877226,0.379225648
ZNF20,0.098877486,0.136995169,1.260712293,0.104512649,0.943907881,0.383199379
STAP1,0.0943057,0.512582836,0.455014758,0.212344163,1.452920938,0.178673482
DENND4A,0.760613654,0.466939725,0.304849938,0.22700424,0.419368169,1.244896284
DNAH11,0.22447362,0.862639465,0.194763684,0.474900413,1.267697726,0.040132225
SGPL1,0.867756014,0.126066226,1.048199292,0.418500558,0.787410435,0.062400378
FAM81A,0.001282706,0.080945848,0.539102998,0.405923814,1.428781516,0.404091556
BTC,0.205554795,0.108451041,0.454249536,0.160153302,1.45154653,0.523137855
ENY2,0.136864319,1.071826388,0.417996652,0.617447406,0.735117706,0.634635725
MIB1,1.321461613,0.194428978,0.272590877,0.034297199,0.898347833,0.00960887
CACTIN,0.562532324,0.460400525,0.356894741,0.142956433,1.405988559,0.116795464
CSK,0.634074362,0.661096215,0.772072827,0.210772417,1.086797333,0.076930225
HSF2,0.683053509,0.051496252,0.696739979,0.312412281,0.750589915,1.025192399
USP17L30,0.777173574,0.473643471,1.239434719,0.058961829,0.361906333,0.409485837
SOCS6,0.550080732,0.107569199,0.457893269,0.0005326,1.429633694,0.314623095
CLINT1,0.111224287,0.561150235,1.246449215,0.659504527,0.344671767,0.481690508
RTCA,0.274732551,0.496509156,1.32844474,0.112611894,0.706232468,0.261641329
ADAT2,0.358189186,0.439524364,0.752737943,0.740216654,1.048093006,0.363526413
UBA6,0.158723768,0.294772698,0.094598635,0.864399478,1.339049258,0.073445318
RBM27,0.61731551,0.723247431,0.241317755,1.211064394,0.284192139,0.396011343
SSX2,0.280002184,1.075458713,0.319142797,0.458530155,0.713761556,0.781086687
NMNAT2,0.032489191,0.047868313,0.884956451,0.518659607,1.259220418,0.159774762
FAM200A,0.546713191,0.284145552,0.49908285,0.598162726,1.254829236,0.324890614
NME1-NME2,0.383119985,0.433559305,0.607349128,0.046167058,1.109651939,0.85415472
WHSC1,0.301465816,0.764735127,0.538825608,0.35072925,1.015014845,0.739841898
CLK3,0.559262528,0.743547157,0.091473268,0.278732415,1.2949517,0.19511713
DPY19L3,0.345275487,0.677983889,1.277694741,0.1689773,0.137368191,0.638640863
IFIT3,0.189563641,0.419149859,1.24064261,0.76957434,0.547999424,0.152655063
FAM187B,0.434890609,0.623718697,1.273784011,0.476236921,0.35463562,0.336776005
AGPAT3,1.278547688,0.019116533,0.857384846,0.537162241,0.007994912,0.088887955
ANKRD17,0.916255044,0.346590511,0.723438545,0.109610199,1.017700133,0.368682918
TWSG1,0.194978903,0.391369802,1.382674325,0.340031468,0.210995463,0.635256482
ENPP1,0.118693798,0.427116306,0.906374862,0.459657556,1.191406002,0.133796094
OR7A10,0.103989923,1.003307456,0.690955952,0.466321951,0.940148405,0.265464873
CLLU1,0.283689011,0.912899443,1.150935895,0.162794029,0.540068162,0.331621574
ECSIT,0.693984097,0.280189672,1.344484019,0.003235023,0.151702409,0.525247678
DICER1,0.986472086,0.149924221,0.525564446,0.343296181,1.118083445,0.163955402
OR2A25,0.087868519,0.099217122,1.151921275,0.873592883,0.36361908,0.653296079
GCG,0.630050183,0.448993871,0.496355667,0.338333034,1.191007177,0.537374779
RFPL3,0.135906836,0.555116278,0.415620545,0.709489348,1.196088423,0.483010175
PIP5K1B,0.396278638,0.771271506,0.570067978,0.505599553,0.387459819,1.088134483
RSF1,0.354651433,0.431021164,1.200137164,0.324482893,0.894649105,0.095364573
ARHGAP42,0.257443068,0.060391669,1.237927044,0.596473358,0.003212485,0.841717561
ZMAT5,0.19314344,0.001694545,0.666733439,0.172243941,0.383306422,1.41712178
LDHB,0.500698167,0.696706961,1.32993692,0.277830541,0.190234687,0.220127651
PEX3,0.446939422,0.834078648,1.092582031,0.320424727,0.416761604,0.548750302
L3MBTL2,0.241780115,0.69428978,0.26955142,0.705128207,1.206263082,0.318176626
OR4K13,0.277392799,0.666605442,1.119978742,0.609842341,0.445396668,0.566320432
ZNF266,0.108391063,0.05125775,0.033346856,0.39869126,1.259711021,0.95149992
IRAK4,0.381565586,0.274520291,1.242442666,0.600609376,0.527326258,0.513073675
NUP54,0.3166358,0.648099093,0.242463535,0.780460721,1.169317379,0.333414708
NACA2,0.609783378,0.777661687,1.281675113,0.134506245,0.105580451,0.134695743
C8orf76,0.743378427,0.19824579,1.358536763,0.047421882,0.476174987,0.011840561
COMMD3-BMI1,0.168982216,0.233620244,0.745634983,0.447900758,1.323957902,0.272180303
NPC1,0.63963377,0.698062004,1.023950824,0.271317564,0.590096894,0.547669508
OR7G3,0.202358557,0.786906462,0.38348733,0.622616789,1.14656957,0.39643401
BFAR,0.165403845,0.227062669,1.218638063,0.846505374,0.16574162,0.598857593
CCDC81,0.425999669,0.601810683,0.949759075,0.345409159,1.047113108,0.072244112
ARID3A,0.332016691,0.228116079,0.315227003,1.193436509,0.008177232,0.990287335
PAK4,0.756172333,0.02855558,0.069104421,0.151777709,1.386155737,0.380545698
TAS2R1,0.403131329,1.099282273,0.609668933,0.907400716,0.216893577,0.231549624
ZNF280B,0.00811241,0.029039254,0.93612336,0.454846925,1.252487751,0.11755569
KITLG,0.138401023,0.156948518,1.225010021,0.412061306,0.832611074,0.509110708
DUS4L,0.020796848,0.163224366,0.745194014,0.380267185,1.390371079,0.080888665
NCOA1,0.448607731,0.206488234,0.180605054,0.745116359,1.331459524,0.249357859
ATG3,0.217668888,0.445194653,1.22508132,0.451172283,0.540523573,0.651569061
MAP1LC3B2,0.872704329,0.088464096,0.405663906,0.009700936,0.727849557,1.096724964
ADAM12,0.140755964,0.306016697,0.862944304,1.028979926,0.22367541,0.836483686
PABPC1L2B,0.584717956,0.686739486,1.211755491,0.175199986,0.52150826,0.286606326
ZBED6,0.176968052,0.534920373,0.210734308,0.075530715,1.408511209,0.561419191
APITD1,0.305902767,0.287422536,0.529086558,0.329570676,0.910356609,1.128352728
SUGT1,0.76266616,0.058144513,0.358960323,0.784097232,1.152960837,0.092986741
CD28,0.782058489,0.400759988,1.203354855,0.441278296,0.48968588,0.108907833
FCRL2,0.352698562,0.067172163,1.279472887,0.750678056,0.270539286,0.513807719
ATG16L1,0.797841501,0.225854878,0.020163438,0.440836829,1.330978566,0.113391198
CFAP74,0.185715077,0.26176282,0.283169904,0.455921366,1.479747815,0.293178651
HNRNPM,0.185144142,0.259963491,0.605266207,0.866090938,1.127296976,0.421364605
RBAK-RBAKDN,0.354033678,0.214793086,0.695868974,1.132580041,0.81823965,0.24228799
SMARCA5,0.063213061,0.68750589,0.405658764,0.187276277,1.409279356,0.065625362
OR8D4,0.36022058,0.420277412,0.165527204,0.664011649,1.372316551,0.093334115
OR8J1,0.305401288,0.661044731,0.118901021,0.191036564,1.365275206,0.470964725
CUEDC2,0.69926054,0.576607792,0.409011782,0.592136413,1.092110894,0.366882057
ZNF75D,0.972431382,0.020725004,1.086777205,0.497798092,0.517474609,0.154747355
PSG11,1.290075218,0.108601371,0.731406592,0.183933614,0.598108855,0.253094767
TCN1,0.388927936,0.070769045,1.390412596,0.355445987,0.665349562,0.090079926
RBM4,0.046422805,0.451343344,1.200939369,0.224681727,0.606218123,0.774960074
DNAJB14,0.575905053,0.376738016,1.194718009,0.347222637,0.618093876,0.51294618
CFAP97,0.842435318,0.170166042,0.106821759,0.596071219,1.216502034,0.285348793
PHF8,0.447582548,0.033268126,1.000192313,0.713868496,0.245411489,0.946049719
CIAPIN1,0.276657825,0.221945018,0.47878407,1.357502408,0.15771158,0.666293935
CPA5,0.07859724,0.248406024,0.670289069,0.666634299,1.287207802,0.219524345
TADA3,0.272382158,0.622014626,0.266990793,0.373039943,1.311883889,0.523536256
YWHAE,0.534289514,1.163187563,0.769539935,0.216263567,0.095073689,0.616599892
TOB1,1.353274086,0.211977323,0.649502258,0.530245151,0.273565856,0.11193815
VIPAS39,0.283186789,0.467900912,0.783909355,0.17631369,1.311374121,0.047309256
PRR5-ARHGAP8,0.367007161,0.490160299,1.311698768,0.541401709,0.413754386,0.326883988
OR9G1,1.032579658,0.26869158,0.919648867,0.512458083,0.243709963,0.600407262
OR10A6,0.399861335,0.09163302,0.441010447,1.225196169,0.867221741,0.225192302
TMEM56,0.470205472,0.38953401,0.730419821,0.661130191,1.137118218,0.173760325
VAC14,0.98470585,0.238057278,0.147081685,0.36698064,1.192184007,0.250478081
CAPRIN2,0.287857219,0.722077757,1.088274445,0.170904607,0.51482993,0.76407401
KIAA1841,0.353032208,0.379636269,0.445802176,0.022922141,0.771151581,1.26647995
PRAMEF8,0.133212713,0.538866372,0.710920807,0.759025642,1.073423336,0.353239431
CPNE5,0.252987044,0.033641642,1.276038092,0.021026086,0.985013405,0.050653202
DPP8,0.025451059,0.549071071,0.351375639,0.319111973,1.269182455,0.726923981
GDF9,0.211222175,1.057170777,0.462256413,0.503754855,0.855205948,0.552824264
BTG3,0.601426921,0.495439149,1.174707238,0.433601219,0.640623295,0.284863249
YPEL1,0.412298936,0.123668794,0.392732557,0.737461407,1.277629324,0.388532376
C3orf67,0.332594467,0.729924787,0.09645452,0.471731033,1.296795188,0.331279325
SLC15A5,0.431598161,0.299124428,1.223171452,0.107567457,0.886600324,0.311664848
RHNO1,0.188188081,0.717060121,0.14741331,0.728808645,1.24355113,0.133283749
RYR2,0.586089,0.446132399,0.282000591,0.744922122,1.178832835,0.316310101
THRAP3,0.01317752,0.363259833,0.15077119,0.556377268,1.364790613,0.582747184
KDM4D,0.362322074,0.098077862,0.655811532,0.032007649,1.130763478,0.90334424
TMEM138,0.088518667,0.083757107,1.397110998,0.415438397,0.330136116,0.646774924
IL21,0.32747597,0.010563215,0.980609134,0.136498104,1.254531591,0.072381375
GNB4,0.382027633,0.439178649,0.124984295,0.366603501,1.429473282,0.366647794
CCT8,1.147299111,0.67801409,0.433396361,0.210477803,0.696174227,0.416984945
ASB3,0.172456759,0.075125861,0.024642495,0.813928944,1.342661765,0.406759442
ZC3H12C,0.248786309,0.406537766,1.367667867,0.617309078,0.217813322,0.374794008
MTRNR2L2,0.083103523,0.014989981,0.31231719,0.83304615,1.335928218,0.288658368
B3GALT6,0.161740752,0.64544847,1.182980126,0.335555861,0.386348685,0.750065229
AP3S2,0.718221368,0.329954231,0.184511712,1.36415784,0.145995661,0.354498301
ZFYVE16,1.12742526,0.084860078,0.475490878,0.927346427,0.2990113,0.461418489
TIA1,0.748172155,0.541167556,1.01726657,0.254823347,0.799856023,0.272959537
VN1R4,0.453090778,0.494404115,0.970241135,0.28186849,1.086598961,0.124197332
DAZL,0.304219335,0.269774137,0.705579822,0.084102205,1.412117723,0.04844222
ZFYVE9,0.344705303,0.376862374,1.297214375,0.819643259,0.225613689,0.018382878
TAS2R41,0.371465996,0.482045448,1.133177058,0.047560439,0.585026305,0.817131484
TAAR1,0.133122076,0.857931076,0.182916799,0.466380272,1.289076552,0.014559936
ZNF585A,0.162970902,0.885898254,0.279339363,0.231205446,1.202304777,0.527511346
ANKRD36,0.205807138,0.679343285,0.080483845,0.118984234,1.229333037,0.794297285
MITD1,0.072252482,0.40377402,0.881362526,0.274899439,0.759258492,1.034200041
NUDT4,0.625315431,0.465674301,1.299424794,0.106012893,0.471809495,0.369387325
ZNF727,0.024508383,0.860765453,0.243307963,1.056058918,0.369561273,0.783654325
TRPC4AP,0.253429028,0.440105987,0.76064887,0.338990302,1.051986143,0.780109699
GUCY2C,0.726519297,0.551529766,0.082513736,0.322269798,1.255988799,0.382723274
SNRPA,0.058264041,1.017585384,0.585676863,0.725607847,0.766036221,0.414072851
OR2AT4,0.190121519,0.323904198,0.654013282,0.519159219,1.351432086,0.04447691
TIGD6,0.263614651,0.358953207,1.484004137,0.256329215,0.395495324,0.209611739
ZNF812,0.309662362,0.490729646,0.344872831,0.339969125,1.36046328,0.494554031
RGSL1,0.051786127,0.028724261,0.784507291,0.236668441,1.241675314,0.670774593
ZDBF2,0.295255061,0.029098317,0.647994801,0.27005342,1.431767708,0.189366107
S100B,0.178728575,0.163745838,0.418169281,0.833824711,1.315887319,0.078876055
RTN4IP1,0.26511724,0.84905118,1.190203793,0.217382754,0.518815265,0.37746788
FABP5,0.418810889,0.68585003,0.481727695,0.364628301,0.697334263,1.081472798
SUSD4,0.32713144,0.295956105,1.012452926,0.473705829,0.822890045,0.738549597
EPB41,0.329362837,0.29505105,0.883782576,1.131046192,0.560104043,0.311573461
PGK2,0.591030786,0.249456903,0.511713856,0.027420151,1.409048157,0.084266761
CEP85L,0.118244548,0.388079615,1.429751391,0.406925225,0.442843632,0.310147458
TAS2R38,0.262566798,0.169912249,1.276947509,0.042752965,0.916517656,0.310528261
SLAMF9,0.146257276,0.942073887,1.26528198,0.329031838,0.059987995,0.212069017
HIST2H3D,0.475968846,0.078744149,1.426895994,0.198472739,0.33482008,0.496378476
APCS,0.301014825,0.107546584,0.124806715,0.592785298,1.390466975,0.51392698
ZIM3,0.320842652,0.525958895,0.372982309,0.367292779,1.331418073,0.490306053
DYNLL2,0.360363503,0.114216266,0.770324469,0.189068047,1.126320429,0.791211244
NDUFS7,0.50660923,0.273014082,1.245929779,0.532870998,0.49775091,0.501426557
ZNF619,0.104122773,0.276563191,1.259094855,0.323118457,0.551530964,0.76513144
ZBTB7B,0.867682532,1.170086529,0.617390921,0.151686225,0.333818337,0.170517638
NEMF,0.854919488,0.001071861,0.347454132,0.383077674,1.242932516,0.35131762
KRT2,0.399877422,0.564036558,0.314771973,0.196828359,1.431382932,0.044131381
FAM69A,0.348971668,0.589664693,0.087072739,0.406516989,0.009463385,1.422762704
DIRAS2,0.09895344,0.070254933,0.730580443,0.573921763,1.336102256,0.060298551
NMUR2,0.210060173,0.128613476,0.835511678,0.532838716,1.260177588,0.189619503
SLITRK3,0.626873593,0.756289876,1.228927362,0.24369936,0.208317892,0.297781136
DNAJC9,0.28922276,0.214337764,1.40806571,0.311148967,0.078540269,0.671896485
SUCLA2,0.098165493,0.269209935,1.174826355,0.129860362,0.959883939,0.515847224
KCNAB1,1.270420556,0.225466234,0.545899388,0.083340907,0.802170467,0.231157842
KRTAP10-12,0.546182414,0.135234046,1.295723986,0.037332959,0.804072858,0.152432379
EFCAB9,0.139177106,0.322020407,0.921624339,0.552696528,1.137620743,0.307495411
SCD,0.173673232,0.984850247,1.22205716,0.210382106,0.350704243,0.076788455
ZNF841,0.551321381,0.418189437,0.293783267,0.202580466,1.435107997,0.030766546
DAZ3,0.327211973,0.252499927,1.336779208,0.337407943,0.293639784,0.713299155
CLEC4E,0.510578722,0.227180593,1.387017072,0.028257665,0.654687207,0.033687106
HP,0.394185622,0.059199097,0.424003874,0.531301355,1.43012584,0.021435889
HGFAC,0.019375226,0.065910354,0.862142273,0.155730571,1.273953584,0.521006764
SLC9B1,0.19180905,0.391992284,0.777646533,0.887080424,0.040276817,1.040648823
DYX1C1,0.695018651,0.045211375,0.465231743,0.560886284,1.095947341,0.6704007
ZNF143,0.995493121,0.036477172,1.153334657,0.413030017,0.401782505,0.110116846
HIF1A,0.044940723,0.459833387,0.167985203,0.281668585,1.347111015,0.728653517
PATL2,0.311267324,0.665577829,1.344700423,0.499379326,0.239740827,0.108216769
ZNF480,0.200269612,0.053149136,0.088178282,0.633139246,1.39286412,0.524426113
ADTRP,0.220624139,0.550262152,0.16755188,0.580657107,1.149962944,0.792181894
RANBP9,0.189457257,0.446608621,0.76216235,0.330551377,1.215686141,0.513093462
MOK,0.402698064,0.149576923,0.619573351,1.045098947,0.63582428,0.775726897
EYA3,0.344420725,1.272567205,0.364379348,0.161091082,0.866006994,0.141148781
OR6F1,0.233793382,0.480523241,0.611642221,0.079302931,1.352322753,0.414647738
MYOZ3,0.643177276,0.629678217,0.283994864,0.056315812,1.292133235,0.321032945
XKR3,0.389065607,0.522988611,0.347582816,0.228433623,1.333050777,0.540145755
ZNF10,0.075865058,0.736043283,0.461382365,0.354197961,1.245771468,0.478408835
INPP4B,0.097407215,0.662332985,0.668847962,1.027222532,0.772199904,0.345914876
SPOP,0.202279992,0.148802651,0.748707978,1.303802032,0.580455292,0.078838574
NTPCR,0.646028091,0.235917768,0.677207112,0.611871657,1.124976158,0.308365758
CAPN13,0.497512135,0.045708462,0.963935264,0.037140111,1.066259894,0.591268414
GMFG,0.528694098,0.727577306,1.313242787,0.164247634,0.091538537,0.312757554
QPCTL,0.32713532,0.417589829,1.330807907,0.497199014,0.381622183,0.47050595
CATIP,1.311051864,0.174340173,0.031901406,0.508744701,0.777213033,0.23133571
MAFK,0.366144354,0.431944003,0.07655649,0.485713,1.447956432,0.087598585
LRRIQ1,0.452063538,0.094004081,0.180902771,0.745555424,0.111473495,1.361052319
AKT3,0.471011087,0.506693963,1.372316696,0.030506147,0.114190356,0.539308143
PYURF,0.932195226,0.072958205,1.25913122,0.091673499,0.120699015,0.428919709
PTGR2,0.455012566,0.420359828,1.058204536,0.405823877,0.809197571,0.586205832
KDELR1,0.87181144,1.077000737,0.190820974,0.38914568,0.532020181,0.52515561
MCHR2,0.132384109,0.683695598,0.260023248,0.188847375,1.186351965,0.819142868
OR9A4,0.493197485,0.428656165,0.308031133,0.096270362,1.455599465,0.129444335
DCAF5,0.82224931,1.059101532,0.722464631,0.312412067,0.465010401,0.181894388
OR2A7,0.412132535,0.446222502,1.424039711,0.140453437,0.333484098,0.372654005
OR5K1,0.17015915,0.762097422,0.277173894,0.417195492,0.823857412,1.061744587
AGAP5,0.562376462,0.141671809,1.025953624,0.811889561,0.443137766,0.649778348
DLL1,0.620875835,0.378871251,0.007054118,0.096181771,1.423285623,0.32030265
CHD8,0.50689524,0.080597527,0.114567682,0.239614096,1.319869621,0.768525498
DLD,0.231874623,0.17907198,0.21069083,0.344101135,1.337513053,0.793156143
MRGPRD,0.133395822,0.263843405,0.826873636,0.78494919,1.042480047,0.438895192
KREMEN2,0.092644376,0.68135284,0.437851549,0.566026518,1.114017341,0.663857937
SMCHD1,0.281617296,0.459186349,0.184801036,0.346714116,0.724109603,1.303000171
CRHR1,0.371418194,0.334304502,0.177539443,0.162295743,1.47475055,0.429192673
CTNNB1,0.01537468,0.093336064,0.767050286,0.374763409,0.829987936,1.113564069
RHOT1,0.348402517,0.195300998,0.241162131,0.613566074,1.367144194,0.451036739
NOTCH4,0.374841716,0.384124758,0.313356197,0.207324247,1.482048181,0.202401268
ZNF121,0.376439028,0.713775584,0.058455311,0.429797123,1.208219464,0.60625727
CYTH3,0.29063791,0.505018439,1.349906445,0.166304162,0.254355667,0.642301611
ZNF789,0.663330673,0.429344137,0.515485189,0.125801069,1.221459095,0.518468405
RANBP2,0.249255274,0.599050413,0.704714994,1.276291117,0.063928576,0.340658155
CIRBP,0.293460353,0.114008651,1.27192903,0.29686214,0.889639302,0.264879295
GBP6,0.398928763,0.331131127,1.005904316,0.694532725,0.848095095,0.429406797
RPS6KA4,0.428096726,0.373921947,1.200602387,0.44421884,0.616014194,0.570379068
PCGF2,0.372954922,0.433370179,0.153914864,0.566940634,0.119963926,1.407216675
RBM39,1.010453772,0.436481784,0.894885267,0.522863601,0.533575048,0.31020183
USMG5,0.102140431,0.473368342,0.11190825,0.444450357,1.410336567,0.482750053
RAB4A,0.674596991,0.493522494,1.210243817,0.028721474,0.468144818,0.532303039
FAM104B,0.474408047,0.391348858,1.289250745,0.374372214,0.467842094,0.51696371
FAM151B,0.179236201,0.484900306,1.016742443,0.791506143,0.786393169,0.347492962
P2RY10,0.418658524,0.379404369,1.036114567,0.428966498,0.82746634,0.636551518
PSMC5,1.152896883,0.932397994,0.220361816,0.633268601,0.092294083,0.100113812
PPP1R42,0.414036979,0.440690525,1.148279766,0.309623233,0.938737135,0.073427052
CAPN14,0.504017731,0.895012217,0.407118607,0.146842431,1.153016122,0.307947219
PDSS1,0.080528184,0.370210895,0.515785378,0.474971986,1.425211432,0.016285013
CEP97,0.30826409,0.201455232,0.73999954,0.359614734,1.175115703,0.687922038
CERS3,0.234569585,0.811967782,1.159311167,0.336370749,0.596673018,0.373076071
APOD,0.055047868,0.173276743,0.030976917,0.629067645,1.403956958,0.515587779
NTF4,0.6537718,0.063647001,0.181285478,0.707986712,0.832311239,1.004164604
JCHAIN,0.5595551,0.877006505,0.64057198,0.005926526,1.053844743,0.2519286
ERCC1,0.445450458,0.226910873,0.505864495,0.361028756,1.391665519,0.306232687
GTF3C2,0.791423927,0.596951984,0.42122079,0.240308243,1.203650122,0.003813238
EHMT1,0.121530819,0.018166974,0.320251527,0.855540726,1.324251187,0.25182277
GNB5,0.498953439,0.329845085,0.238475515,0.52134266,1.38116469,0.269499025
PRPSAP2,0.229926327,0.09561013,1.269740401,0.4327297,0.326906103,0.835641056
CFL2,0.543095272,0.641137159,0.771175041,0.132115978,1.04714616,0.501972789
PKDREJ,0.125261863,0.142355839,0.603632858,1.312118426,0.672841725,0.30326155
SLC2A7,0.422567062,0.716060871,0.11671289,0.344556734,1.300452842,0.389668754
TMEM200A,0.14045572,0.929965018,0.002140966,0.367263922,1.277540637,0.122908386
MAD1L1,0.471391739,0.261392811,0.430252349,0.071082159,1.460989506,0.226870449
BRD7,0.133200914,0.522338931,0.982261213,0.528586354,1.044575287,0.201762407
PACRGL,0.54515971,0.242813076,0.316288878,0.328823694,1.094206026,0.951345817
CYP2U1,0.082938955,0.238180316,1.3974131,0.047211074,0.75801624,0.271066517
KIF16B,0.58805576,0.517493723,1.230920063,0.016224254,0.442819839,0.584414673
LSM14A,0.053986525,0.535159428,0.048863904,0.402055019,1.434486678,0.394421802
FGF23,0.01411375,0.41601427,0.261934536,0.747598886,0.046242614,1.36519135
CRYBA1,0.402354205,0.350858843,0.025165549,0.721499381,1.361125581,0.088421292
NDST4,0.424902483,0.222847211,0.748799715,0.59097733,0.674974172,1.034851833
CPB2,0.155966447,0.110776043,0.91394388,0.316503903,1.30151152,0.025873339
OR2F1,0.620400017,0.061347504,0.773881224,0.116178617,1.289625873,0.04982426
CP,0.357463301,0.430079134,0.504380699,0.170207297,1.409805791,0.288089957
KRTAP5-6,0.500513519,0.692526289,1.020945033,0.176772276,0.659214722,0.654537222
TM6SF1,0.450730539,0.173218533,0.654219081,1.104304005,0.534649665,0.707222583
LMBRD2,0.128575724,0.548537792,0.450345109,0.776082567,1.109298725,0.559984565
GNAL,0.286537143,0.271985022,0.695057811,0.466109608,1.332537663,0.185922371
SFMBT2,0.983614716,0.047979219,0.52378154,0.117860323,1.075628802,0.501648557
COX5A,0.34258368,0.882247003,1.308290425,0.165878241,0.10570627,0.143631722
PMCH,0.277126592,1.167321513,0.728459639,0.189958176,0.722951061,0.371257609
NT5C3A,0.224582765,0.388812576,0.063755827,0.488465674,1.349623475,0.63317216
PPME1,0.29771329,0.141641775,0.314570578,0.389407244,1.480999544,0.33766666
RNF212,0.365571993,0.219769421,1.385193535,0.22766956,0.540069827,0.471651575
FKBP14,0.718708891,0.287876214,0.743853349,0.680078866,1.022304793,0.079494174
SERPINA7,0.00635667,0.045000332,0.801498667,0.544881391,1.31338052,0.018357456
LRRC16A,0.010879389,0.098908039,1.296480578,0.143286595,0.820392715,0.531345803
SULT1E1,0.192111892,0.597074563,1.050370056,0.653638457,0.859859321,0.058165052
EIF3K,0.440893764,0.955456086,0.428391884,0.116785108,1.132685092,0.281512234
KCNT1,0.29571777,0.655677564,0.3741325,0.328243507,1.091613677,0.842594358
AP4S1,0.093729012,0.524266656,1.360237489,0.089010529,0.06803709,0.721268374
ATF6B,0.008023292,0.663748763,0.366212094,0.03916518,1.407559509,0.330410189
RAB40A,0.044298553,0.41981759,0.273605613,0.511463115,1.452774642,0.203589778
GLP2R,0.639632692,1.299082996,0.726999853,0.184244444,0.040509235,0.07618566
PRX,0.293508676,0.546230952,0.520342337,0.133719256,1.086890301,0.90121227
UFL1,0.141704644,0.407458676,0.528472188,0.600728176,1.356058176,0.038896216
ZNF277,0.106116257,0.244595124,0.594102305,0.056715103,1.340681159,0.664815095
NXF2B,0.212280212,0.092006774,0.824336506,0.123780785,1.35503542,0.2866447
NUTM2B,0.342183013,0.56932353,0.531876904,0.260214873,1.358036964,0.17486839
WRB,0.45822033,1.060858083,0.650827973,0.469441126,0.267187078,0.784818429
KRBOX4,0.308195926,0.355753528,0.569618841,0.028088212,1.088918909,0.96650008
STIM1,0.017527223,0.642970892,0.492906296,0.485630343,1.283703215,0.355331539
OR14A16,0.007369986,0.169922717,0.362431021,0.676988034,1.221980703,0.744870962
