,BT12,BT16,CHLA04,CHLA05,CHLA06,CHLA266
MCOLN1,807.1284877,440.2066421,615.9001211,665.1228345,570.5040845,539.5870052
SERINC5,498.3227002,686.2970116,430.0133506,2914.441367,393.9269787,822.2869384
MRPS18A,2641.849832,738.0509743,481.8564217,446.2873114,524.2848979,659.6085411
SUMF1,490.3995968,1533.973142,532.2773393,537.8969919,1316.914369,645.9331472
DOHH,818.6927865,547.9331956,592.0579475,488.9386855,590.6472877,595.0259973
TPGS1,736.5986819,530.8167936,529.4258675,599.1953041,588.6615841,593.9602407
TTC7B,545.8865504,635.6618653,748.7653023,522.8176889,542.6326581,945.6989125
AC016586.1,544.6488338,636.7779192,608.4056936,624.855575,476.2960739,572.9268423
YOD1,1722.384264,439.6095677,434.0213539,769.3958964,386.7577956,741.5538346
NEURL1B,420.0705625,1440.564174,592.8382068,2146.384797,588.1893531,146.3432135
SH3KBP1,736.3283827,652.1972821,657.1101349,173.0428608,528.5139782,288.1847117
DAPK1,10.95390225,162.0421354,571.3044023,1119.759053,608.9035013,2620.728725
SH2D5,1356.416904,624.52492,247.380737,477.991548,581.3616781,598.7547009
IFI35,3178.943683,226.5626866,629.0283266,671.0394189,550.9629948,325.8819101
C1QL1,661.0142811,518.5100286,1538.981963,2767.896155,74.91162465,383.2789742
LLPH,598.8685691,529.0557619,871.3085887,559.6559662,934.334062,579.875759
KIAA1841,641.5887604,537.0445738,843.1606154,512.8355292,1557.629068,426.9382865
PCDH1,47.27215736,924.581331,3060.757264,483.7795202,694.5202503,318.2514383
WRB,320.4552303,736.6116072,882.4174384,626.3584522,451.4954252,551.2521938
TMEM161B-AS1,568.2135779,525.8923147,713.970062,821.1458005,609.2564173,264.8031845
GNPDA2,690.253611,590.6977165,557.204299,488.0331539,586.1739666,820.8620772
NEDD4,248.060155,827.2565251,582.9474236,593.2001571,1863.669968,502.0611991
ORC5,740.8955604,596.3911454,447.1339982,353.9849501,579.5746016,618.5643799
TTC5,557.766752,545.3124518,674.0781467,519.2539102,618.0646913,792.9202744
DEDD2,657.56983,557.1144973,535.080467,461.4326946,618.429106,810.0760402
SHC2,3.926182394,275.9433521,899.4777339,2968.769709,14.11843638,936.4295708
C14orf132,2.773013762,868.4897135,806.5349513,1350.68624,368.8250153,165.7853665
ZNF426,563.55747,395.9233912,624.432803,807.6636641,610.8264293,36.48601327
CCNH,843.8639487,703.6740539,505.3940457,553.3377038,434.5594721,620.1880504
NR1D2,1112.587501,1317.402336,417.4564294,445.3188263,727.4517059,278.3619714
ACD,457.4021712,610.4333367,695.8153006,506.4004886,561.3250016,630.9521059
RNF121,574.7891145,617.5313369,596.7053006,498.3662199,794.2142293,483.3336904
TP53RK,585.9560043,468.8559221,1248.533413,1355.412017,585.2985697,446.1163103
FUT9,0.38188041,1.486231235,410.6460353,1488.76358,757.6589677,1187.562069
FCHO1,75.9051715,1489.827447,792.5451176,363.679184,1038.161764,374.8786611
STN1,3730.116412,1342.704971,497.9534438,281.8613584,669.3834131,403.233967
AC073869.1,323.7611273,773.5661117,555.6575285,712.5749294,407.0513002,608.9330027
ICK,393.9501519,537.0335005,573.7260254,954.8705941,671.7388178,590.8044461
TPMT,640.1316449,594.7302574,455.2863295,569.6068424,536.6138033,1033.556832
TRIB3,1908.075018,2735.931978,429.7986927,496.609609,273.8971716,667.4010375
LARP6,505.4225798,162.7687835,911.5421538,519.5150259,2698.204064,644.3303955
CLK4,575.273104,491.0601541,468.3097506,678.7802411,736.4513913,588.2860694
AC087289.1,414.4135686,856.9330238,748.1723715,2582.174723,317.4535651,6.941355913
CNST,1033.395113,624.722251,486.3134855,528.7303204,537.1866681,843.9280176
MEAK7,616.2199789,478.4742733,608.6417373,552.7071323,832.426833,518.7218655
SUV39H2,526.5857899,540.5101235,620.3317346,878.2937106,423.9817951,714.4324858
RASSF2,1.562059837,972.0873471,3413.644314,1545.624455,186.8206575,187.3601755
STX3,593.273579,591.1660568,150.5820562,129.2327058,568.0195902,1259.695356
RNF19B,751.1924152,597.3570731,376.7205567,603.9869563,442.8336516,561.6569018
ZNF800,763.1821465,578.7565811,399.1193736,576.9193512,580.2391948,792.8160658
TSEN54,588.9460329,575.8108986,373.2444005,581.783525,259.6695631,986.4058593
LRRC28,438.0566132,540.069324,633.7760797,616.8548663,670.7629349,511.020572
EFHC1,270.3225691,487.5718988,669.0119,1475.948089,706.9748548,302.0124772
CETN2,590.6017804,368.1270633,901.4761258,532.844072,986.9792716,565.888073
DDX20,836.7708282,588.6571036,567.8100899,558.7045243,561.9922018,693.1238306
TMEM14A,420.2249087,711.8725674,784.4197712,444.5664405,871.3759592,191.3529753
FIZ1,431.5760786,622.2922637,534.1223809,791.7160714,533.5090591,631.7525308
GCC1,1293.061075,492.6357301,505.0060222,461.6622395,789.3052752,651.1942272
BEND3,312.6414998,317.7171341,574.8953897,690.9221856,962.5424313,580.813356
AL591846.1,1596.769664,3.453877653,396.1074928,21.58852787,759.3510688,779.4470425
TRPT1,567.6687541,662.1704493,587.7148436,545.9406828,648.7878156,494.9519052
DNAJB4,522.0341063,652.977833,320.7597619,210.5898406,633.1495602,665.6339608
IFT74,948.4804347,584.021265,485.7385001,404.9929257,571.0927077,622.6267195
EOGT,400.8603409,614.251615,486.0885635,605.4057306,964.0628566,549.532299
ZNF367,349.6127062,860.9782424,660.8564443,1184.804187,492.9651707,429.0125867
MSRA,267.6532388,947.0385597,850.5425873,294.9879871,303.0104251,1952.880758
GGPS1,842.7861229,536.3660706,666.1481298,497.6670449,616.7407058,477.0329087
ABCC2,15537.62543,6202.108393,53.98449455,50.46217666,1098.764912,50.65336128
SSH3,506.5419974,1881.659818,504.6046251,645.9384181,1515.44967,236.6246459
MALSU1,1964.197384,629.902602,561.2975513,408.8619037,591.1724857,488.4308926
UXT,780.5999007,851.7864872,474.8521414,620.8926716,531.1191866,519.4823744
TMEM11,864.8848065,518.5326657,537.6904464,447.3394436,613.5477864,695.2526088
STRADB,716.2710564,400.8534039,434.7225903,735.0716521,199.6259339,1127.69833
QPRT,2157.580981,37.98513963,999.7300233,150.6928906,4757.67641,47.85968071
THYN1,329.5172192,614.178742,744.1939645,475.8015588,678.9767646,535.8737188
C12orf65,632.8277607,684.0228916,572.5550439,576.6133033,566.454172,429.8766301
UTP23,534.7963333,607.5863881,608.9359425,541.5032306,710.3333756,461.6516421
ZNF275,426.7825208,374.7630073,570.7038578,711.8394425,802.1194002,578.3460014
NR4A1,44855.16048,4704.719363,273.5238706,443.4158615,54.83004158,705.3268513
OSER1,1256.504869,640.1735349,643.372232,508.4034788,376.7275121,484.0297375
ZFPL1,867.4755728,643.7324598,436.691613,518.4671293,629.928672,399.9249426
E2F7,339.6933032,481.6926213,666.6377175,1540.869277,262.8091333,928.4659778
NUDT4,447.9977768,575.5566772,572.5258662,1084.606239,2276.679731,474.2830683
TOMM5,1643.241011,645.8445178,481.2681965,373.0316479,501.9304554,829.4756915
ASB8,595.88423,552.1139231,589.9773696,564.338225,582.6605552,445.5704858
MECR,822.8615235,947.0695907,487.3434897,637.7281027,509.2621359,468.8424874
CMSS1,790.1650147,622.8242392,524.1177905,505.7508546,684.260281,484.9035934
ETAA1,449.4438991,652.8372795,641.9055232,604.6430785,522.3533216,542.2238076
KIAA0895,1653.206993,385.2109085,274.5568653,761.6426817,332.604242,878.5880625
NT5C3A,608.7283834,575.6970645,480.4009109,570.6900609,368.4836843,635.7012728
MCPH1,688.0688852,648.8794577,503.6997287,565.0918732,487.3577527,581.1695
ZNF766,569.062903,558.5397475,593.4337071,666.9868272,576.9594083,291.4978081
PUDP,1262.718601,246.5343453,357.8016847,276.8480351,787.8714921,1679.127098
PSMD9,620.2093725,550.743037,592.7004878,391.8524135,621.6233196,552.3226519
RNF219,525.0742705,492.0294033,827.3962263,619.624571,625.7384145,509.2791738
NXN,237.9914493,148.9860062,816.1072791,420.0071011,723.4395176,4645.09603
ERICH1,541.3450193,320.3374955,570.0918485,659.9751647,580.4197569,573.313731
MINDY3,715.5377032,629.0446026,490.1542942,514.2917198,484.7328178,820.6790639
ACP6,650.5407115,594.3605769,3712.567595,301.4034039,535.4974798,548.6386105
ZNF689,592.6087062,420.9084644,408.4186283,616.3947381,550.2794393,722.6537099
FAM118B,362.8757465,428.2869546,578.8035914,672.636089,600.8379054,564.068121
POP1,523.3462409,578.0306002,600.0792116,663.9723036,564.3755037,540.0505827
MFSD4B,414.180624,521.5123538,534.0178114,824.7721008,607.1640439,1317.409629
ORC1,479.1302999,661.3240034,460.9282152,793.4563779,256.4587508,740.4774999
ZNF141,637.0735408,451.2679373,485.2501854,670.1119418,502.943504,751.864537
DNAJC18,469.8165323,617.8223886,1337.112963,669.8781793,454.5388358,522.0070883
LMF1,331.2123384,613.9693397,525.5702509,1028.077638,635.0210965,408.3461297
TMEM260,542.6103273,477.3578474,1643.718853,544.9385926,812.6203531,594.4320997
ZNF677,106.7095033,489.2502936,601.6166658,536.8332874,750.6044627,691.8054644
HPF1,517.0826143,560.1018556,686.2494115,528.404405,578.1633962,947.4071996
TTC21B,506.4722906,385.1551702,631.4494453,435.4520651,1246.022549,2442.134672
NIF3L1,584.9375572,678.2496593,552.7836179,450.8045226,419.4008873,745.1233634
GSTM4,682.2422458,504.2626281,633.318475,859.7754283,153.4937669,27.23460452
PASK,496.5431399,529.8264538,607.041658,772.4597683,479.9362398,1023.947403
SH3BP4,526.6034544,322.0631725,610.0670977,3518.448519,354.6202949,2322.969872
ATP9B,912.1209202,583.5640084,470.4139975,851.7330888,514.1250517,552.9413108
WDR24,660.9340204,571.9726521,564.1825983,625.8574335,331.1168423,542.1905589
CDCA7L,664.9728657,2.373866605,1309.568788,374.1165319,470.8519128,1555.465476
STK16,560.8600627,595.7430995,574.5208824,366.435374,590.8695046,538.8552965
PDSS2,1001.105326,583.3410881,524.2928074,377.1792634,1342.761322,551.9944609
NBPF15,580.2714226,553.8439655,295.8592539,624.1103138,332.1141373,1097.936565
AC055839.2,72.74684607,392.6476502,2323.191395,736.2843329,6347.06188,397.1673236
MPLKIP,420.3321801,806.5404059,596.4036989,536.7252708,377.9659247,981.9949012
RMND1,753.3076099,805.9678042,578.3024291,463.7643432,553.6379554,451.3782839
CDK5,567.1000029,395.5925719,651.3849416,534.9099825,564.5610657,667.4413322
DTD2,645.1006945,790.2158193,486.4720596,393.4607057,410.4077917,657.7228006
NOVA2,156.1963394,488.8810578,2000.250419,615.5978099,1304.245446,515.8017308
C19orf54,624.4993885,1060.565539,506.8229711,491.3727457,262.5443926,697.4678787
NDUFAF4,727.2003818,380.9181099,502.1739495,272.2213659,747.4972688,628.8028304
CCDC91,822.8514553,1.700075744,576.6506121,439.1202446,554.3049075,744.1096255
C3orf38,505.5466906,441.9890094,543.5092728,611.0206275,587.2923816,592.2932214
MED12L,597.9375432,424.0134068,344.4136327,671.2111652,531.8713341,654.8278272
TMEM175,471.3824437,760.2775293,597.317833,532.0004497,598.9023184,481.345412
ESS2,583.9464189,546.491665,581.0997323,630.23963,548.1546611,261.6229705
PLEKHA3,685.8239212,434.0572807,530.0364122,522.5618304,599.0639946,697.9616861
ANTXR1,907.3596768,146.402045,1348.782884,214.6000701,220.6464298,2413.260019
CDC25A,715.5740793,503.3672765,525.2392823,602.0960408,195.1091199,1388.930489
GALK1,399.5415006,805.1173591,600.9160363,1069.066887,409.4021158,525.7366273
FOXG1,151.0780216,2.427592769,5269.724344,973.7715143,52.90807355,1146.708415
GLB1L2,911.0345353,379.923808,535.1407802,589.5291021,271.31955,1258.44429
SIAH2,951.2514159,523.4627615,441.0399316,777.0949133,583.9044499,540.6295764
RCL1,614.0680947,437.8278468,588.7847043,402.3428293,909.4133633,535.7168171
ABHD15,483.0813072,412.5410311,392.1724526,812.0853655,640.9443557,1062.142537
ZDHHC8P1,4.659501158,2287.06527,1004.672494,85.35920755,5673.303415,118.5628294
NTHL1,730.8362011,593.8596987,497.5109411,629.2905806,316.2035867,529.2951411
BLZF1,1026.086293,489.3628554,633.6867437,407.3357629,784.4598702,400.0699026
PYGO1,245.5989479,535.1756033,358.6487113,802.3667185,652.3237184,587.7377834
SPRYD7,804.4813728,496.8180621,370.3020581,377.2876245,625.3520907,652.0201945
SHISA4,144.1359194,515.0482832,606.937444,2432.931094,674.5943884,6.979912109
PCDH10,8.986382471,2.320140441,137.9594704,9062.509967,983.7593863,6422.093769
TRNAU1AP,275.4097075,564.3067667,528.134795,625.3158355,622.6873585,557.0249479
FANCL,406.8312429,556.8618433,1075.018684,564.2915354,402.2010865,889.8419586
ALDH2,393.3553184,12.94934407,727.6146446,1526.820259,233.0196354,731.653904
ZNF778,499.010629,419.3251765,872.1919491,568.6492361,552.1909116,812.7595986
IGHMBP2,947.4416482,511.5960457,483.9998504,788.5311706,505.9664146,609.1824568
ZDHHC13,426.9774615,523.0027174,547.0564746,905.1905202,573.3194379,1174.174094
NUTM2A-AS1,1057.842811,474.0044917,436.8442038,445.8771456,776.6821704,645.3586821
SPTBN2,89.01467178,280.9247439,838.022796,1993.068347,111.0353933,1178.641578
OXTR,2172.355526,101.5648053,442.1926103,676.7457645,2674.057211,377.0743374
PPP2R3C,670.4489952,446.7818941,515.3478159,617.7619868,603.4438063,341.4990323
UBASH3B,695.2005865,717.1599569,229.0519929,423.5554434,2437.160575,340.5887124
DENND2A,930.9930425,3747.553851,187.7476138,1820.728459,9.080831749,112.3694812
TP53I11,103.335424,570.2484177,521.4315632,548.1390891,598.9204356,6230.333208
PATJ,752.9134755,1396.175462,365.3552978,332.3586748,341.6775432,4423.471133
YRDC,1509.363813,546.336689,571.4851684,421.0734432,325.431831,822.0368218
NME6,672.7361815,583.8303277,533.369343,681.4878773,499.7640271,323.0811387
FITM2,780.4636927,600.2438515,515.9881104,499.3714774,680.5654716,470.603866
ZNF248,479.3534779,578.4886279,537.5896121,524.4958695,905.9012362,675.4299042
COL4A2,929.7025616,4043.725399,186.3340497,18496.0941,27.42899326,20.21500367
JAK2,347.1836034,297.5912957,1668.896048,665.0420072,743.7276788,450.6028474
BMP7,32.25048866,241.6038712,6645.212978,873.1149302,10.50792949,1213.915629
ASL,516.5216541,810.8741552,461.1784559,570.5347694,641.8434427,544.1121221
MED6,488.6944664,540.469385,573.7492625,472.4813349,587.6004626,674.9101213
OSBP2,4347.245955,648.7763541,464.6313749,709.1068516,338.0625572,429.4890655
DCTN6,826.8543483,524.0060951,525.710337,492.7863455,586.9636858,714.142212
IPP,384.7644001,623.9815509,570.2002708,622.8691918,542.1058985,431.1258896
C1GALT1C1,980.8216191,812.5227807,465.2154494,476.3176407,635.8575465,329.0850006
TTC7A,3603.132514,572.0495849,394.8895174,1354.880133,353.6501614,540.10713
PISD,543.5488462,568.4487825,745.9160437,401.0206122,1019.524986,282.1226104
PRUNE1,493.2284356,572.685905,632.5800535,527.4490059,717.5444522,539.189937
SPATA5,591.8943971,869.1036916,519.9332356,628.8542802,360.4142826,355.1453619
TMEM231,411.1704127,698.1654031,685.9360111,165.9664032,640.4709453,470.7309615
SLC9A8,678.8527792,503.8370447,607.0127994,735.7634979,483.2850383,482.3624777
CEP152,490.0235816,611.8732586,608.1171099,872.0070882,502.6430205,432.3915298
IFT22,540.7706665,518.5973967,730.0308679,569.8734547,638.2502748,525.8969597
MAP2K6,27.86582205,7.83785235,2473.069031,869.3814712,240.519052,12683.72483
WDR45,973.536221,475.3424784,538.0120496,571.7329394,624.6266848,533.8069778
POP7,410.031336,599.5568671,544.8629641,564.1970969,494.8992584,666.4602488
CNPY2,652.7945481,606.302203,429.5200891,574.3589371,470.637446,534.2339671
PPP2R5B,2081.71945,449.1547507,557.6790912,568.1859602,346.9695453,550.7853798
SMYD4,335.0491893,435.943598,617.3096496,657.3486103,491.1458851,878.7154337
FAM92A,891.0935857,555.7455047,454.31858,552.3092399,1171.568844,547.7838665
ZNF354A,600.3300788,619.6887627,659.8134983,507.4093798,496.0768152,403.0054663
FAM207A,1486.942471,636.7081226,470.8942284,408.157336,388.7373916,752.9251591
E2F6,522.3048792,596.7629195,525.503222,581.4050082,482.213717,656.430237
PIP4K2A,812.9878773,481.0735233,594.3508341,1300.167182,511.8543317,355.1557474
COQ5,886.3006927,818.9563715,500.5399247,544.8591781,459.6128088,560.2149643
PSMB9,1171.355634,3.985553807,293.0642511,742.9210748,362.1232737,864.8759538
RNF150,17.00800699,804.8866144,306.1224901,1218.501816,385.0186725,719.5936813
SLC47A1,776.1925676,2850.521495,146.1235341,1319.76914,190.0154489,328.1037325
MAFF,3242.547668,884.1266338,696.6919795,407.2869563,362.2184733,168.2671786
LIMK2,171.9229863,693.8782939,409.943739,1160.211125,2942.703739,394.7821382
AL135905.2,4859.612257,799.755319,310.3846359,460.5987833,372.9035175,642.64949
PPP1R13L,3052.457484,230.5899267,615.361352,243.2122541,720.9380138,486.9923063
RUNDC1,1192.383178,539.1246054,530.6419674,896.0278782,563.0610972,462.975877
SMIM3,497.8224674,147.2042811,604.2030976,284.8167713,1996.732106,607.3738169
ANKRD26,449.5475137,538.7464955,555.0375693,546.2862099,680.768707,913.9054292
LCORL,675.5887567,664.9299007,424.0058636,919.7949781,351.9604669,436.1367264
LIG4,641.4381624,426.2613414,625.1610903,468.3394552,735.1495583,475.6012868
CCDC74A,85.36575787,751.0764136,480.4258654,619.6933747,685.4006573,206.8641385
KBTBD7,568.8430873,221.979096,646.1065995,703.6086034,523.3938522,529.7114572
COQ2,568.9640494,1165.91876,426.1288567,546.9598162,384.6405479,551.5004359
TNRC6C,428.1917399,670.2463774,204.5845156,1137.699747,249.1522072,701.8384715
CCDC84,583.9393498,928.5669537,514.3650157,416.7575751,495.6396776,1230.740494
CHD4,474.6102468,802.3981159,511.9672982,560.835543,537.0223226,1036.461
ZNF333,348.9040367,596.9320117,599.2712306,500.0771194,667.0452565,185.3904494
ZNF213,510.0413107,586.2139227,471.4986747,591.7521969,603.7730368,386.9049804
AKTIP,452.9286468,483.5579249,953.8098826,514.6673116,1338.641523,580.6462534
MRPS33,1084.26997,607.5759137,427.0207412,384.2487319,487.4915032,761.8992865
ZNF468,558.9304056,607.9709629,533.3523321,561.771222,535.8378131,530.1981391
ZSCAN25,631.9726737,405.8450356,508.0995547,510.5537571,583.122309,657.7530753
MPND,369.6615078,448.4306054,583.9676407,757.1538349,557.8334754,535.6011155
ROBO3,545.7761113,1080.924559,547.1958986,2671.182213,481.3491647,347.4240998
INPP5F,490.1396603,489.4070298,632.6394181,602.8000803,216.4127364,1021.993356
RPP14,1049.050391,485.1779809,488.3949023,567.85574,524.8646485,718.0342455
RBM7,646.6780727,1003.900199,447.0809874,465.6602993,626.1593686,397.3081323
STX18,944.955983,627.7170617,493.1076944,505.9933727,544.548342,546.6168422
DSG2,498.1977833,5.781817389,1458.90828,453.0266334,592.7381951,9623.49642
AC091057.1,222.9062714,536.9571043,552.9139381,903.7939066,290.2804639,560.9730721
COX19,591.6191957,508.9442959,511.664302,578.1823028,407.0296824,825.1423613
PLCG2,564.6741058,524.6792187,1206.413571,666.3427558,117.5222242,322.1536514
BABAM2,1009.965213,916.1829169,516.7858513,451.5285305,572.1493069,517.0091975
NBEAL1,675.8869072,412.937523,333.9847637,371.8823704,878.8930825,1837.746408
ASIC1,520.9856909,1823.468504,405.6022661,989.0795032,108.8665344,566.2866275
TIMM10,842.6690813,556.4365635,529.4033012,409.3435334,342.0799788,593.3997647
CUBN,23.44185622,390.527959,1322.411778,241.3225949,9618.893459,694.0455986
ENTPD7,1593.907253,405.9696953,284.7977057,464.1369241,941.6685983,619.5960273
TAF10,553.2607909,617.4802426,513.4694209,393.1335414,530.3547383,652.8598051
TSPAN9,341.8642884,1148.690622,364.7661364,659.0209453,3332.152789,424.4735389
FAM111B,296.037623,1.018485587,524.8194097,852.2993991,558.4081022,1074.266386
SLC12A6,134.1376199,509.9108804,653.5889178,573.1164278,842.9975381,442.4197229
PLSCR1,5559.93141,209.9266396,543.1962115,728.8126824,500.5404186,539.819508
ARMC5,610.584868,696.2605293,508.3522201,574.4218921,506.109171,498.0423577
C1orf159,510.0517268,674.4558244,808.8625857,498.6330549,547.7708727,534.9473876
DCLRE1A,496.0140703,657.9078604,534.553281,547.9872268,439.6549959,720.1685701
CENPI,274.4008893,385.1395716,628.4835491,604.7685942,476.7524842,623.919122
SNX25,605.6044549,834.3958689,131.2560044,475.8637223,380.0211802,1337.065108
SMUG1,442.5566247,549.4460156,588.3053208,520.6605387,685.7732143,531.5594887
FAM149B1,381.2847115,868.9380275,604.8363426,594.657902,485.039318,343.5062967
STS,9882.518437,429.1514517,222.315982,187.218331,1201.251452,650.2594879
THAP7,556.9926629,545.3515313,533.659455,704.083915,460.8200247,443.7547551
DEXI,574.3010288,433.8322903,504.1816195,483.9171965,673.5700844,771.4860101
KLHL2,420.3075688,557.9378923,520.4682073,670.6884282,1479.236084,404.8231414
POLG2,459.0242401,698.0162812,482.545689,554.2954561,524.8136342,553.5594337
FAM210A,1011.729424,553.2404885,524.2155105,373.6507509,513.0885803,573.2804123
FAM118A,1254.288613,416.418108,660.8250271,672.7710856,382.0956607,174.8809731
RIMS3,105.4489564,446.9849752,1043.393631,1693.319295,630.1276957,425.1808401
C15orf39,482.4650456,594.6409168,426.3773348,613.403606,430.4334132,1082.050373
SLC49A4,517.2032784,505.5313229,559.4748659,646.2002561,320.5355552,1385.991616
KIF5A,311.8767072,361.6173715,854.1898375,639.8298934,467.0938308,608.8744757
SLC35B3,567.8885887,411.116444,550.5671022,525.306761,847.9927337,381.6499499
TBP,572.3994521,518.1016881,557.6464336,502.9575747,463.4082522,684.4166123
FLYWCH2,734.5037768,606.0505198,439.118979,349.097588,468.8158253,1126.394294
KIF18A,389.6136072,1308.154641,543.6131551,531.0137822,458.8522187,634.4080914
ADAMTS10,49.80273885,203.3977759,2723.298623,2351.450732,729.1093676,345.4409907
SRPX,10.41438566,22.60733388,7918.118158,1046.442776,12637.04529,27.60123697
PWWP2A,807.9824706,419.2338922,358.8135115,654.8034684,399.6589881,4493.17673
MAP2K5,611.5567141,1896.694221,562.6283737,379.5740144,472.2183073,510.8461939
MPPE1,671.5712137,554.1202666,488.7267245,708.7948407,519.0888927,447.7940821
CCDC174,504.6890854,561.3094638,566.386492,553.3803112,518.8887996,367.6890513
ZBTB25,474.2302922,1135.74446,406.9629898,579.9949896,491.6905615,587.7462362
PTRHD1,465.6651238,591.0081565,415.8352608,543.1348345,528.3778642,745.2847371
LMTK3,493.8379915,604.7886431,538.9746608,323.1225107,606.2997829,532.4024058
MCM8,304.0582502,468.9276624,601.8342488,812.4867546,289.621315,610.9189594
RILPL2,548.3333331,702.4516685,522.0482401,618.4224875,508.4760937,347.1833832
ZNF470,208.2119878,477.395312,549.7097501,833.9567605,744.974534,520.6593724
CNEP1R1,393.6639918,462.6147279,605.9052881,641.7277394,740.2320648,458.7630757
PMS2,816.4501496,517.181251,532.9675629,416.1095466,640.8624598,535.3637155
CENPC,293.713239,558.2517785,584.1332005,955.1464946,509.1668884,469.5527162
TMEM38A,493.6409338,511.0376872,555.9420041,460.3792354,1837.363038,693.3042015
RAD51C,551.9815822,620.3765225,514.3697859,509.1643342,438.1065347,681.196572
RPS10,551.4788465,909.3995972,514.7726025,279.7776386,499.6272443,571.9916134
DNAJC24,500.9635676,461.5517685,546.9564815,578.150872,519.1040685,633.1037127
CHEK2,348.6619713,617.8569679,652.4544405,544.339816,521.2872342,300.110084
ZNF771,355.3335606,492.8499528,615.3589871,481.3463069,890.3746266,572.4493222
PELO,1222.555792,678.0409969,434.1944682,272.05559,528.5725422,536.6665499
RNF24,170.486684,781.1202519,642.0253287,1617.762863,423.1314635,359.9340933
ZBTB43,2225.337124,465.1734807,514.6476674,550.214625,565.2132857,442.2093862
MAD2L1BP,723.7286219,521.2232208,495.0060783,543.4556536,676.0303395,425.4326975
GPRIN1,840.9296573,537.5971639,690.9405011,450.8647797,526.2608168,391.482252
ZKSCAN2,558.1023294,532.0952272,473.2527944,531.4948929,497.9842568,674.1243576
NIPSNAP3A,764.2701437,549.5701847,671.7263088,467.7059466,511.9856754,444.7971321
DCLRE1B,219.3277637,455.3229282,669.6528379,539.4778014,602.5530279,521.6087963
BPGM,732.2928618,420.688548,474.9011291,602.0013691,585.9926163,411.7188503
IFT57,525.486593,440.9063085,1352.210537,517.5073216,1716.958253,535.3308668
PLXND1,27.81180046,10130.21757,835.9272546,13216.27356,172.2294555,224.2287995
RIC8B,534.5967383,439.7217366,563.0641358,897.4593142,464.9775477,525.1842716
ZNHIT3,684.0184318,526.0165856,542.4175421,533.2659366,433.6036024,526.4162725
ABHD13,568.5877017,536.9311577,460.2658751,494.150335,522.3522762,750.9739719
GEN1,541.943093,516.8492696,487.9854128,793.2699716,411.2549763,633.2860052
EBP,836.9549326,409.4518995,434.5298513,457.9591819,1004.874623,600.2590331
ZNF254,347.7484686,558.913725,600.8328028,1082.729447,408.4059524,498.9848268
SH3YL1,504.2237042,427.910489,552.7781217,393.0908708,813.4271771,2957.386829
TNFRSF25,1120.059043,2201.771309,547.105933,508.4778149,482.4513724,260.4243896
PEX16,597.4318999,530.6447436,695.2100707,423.9523216,475.6823616,524.3354529
SRRM3,34.53424371,443.4364856,1212.011151,611.1541751,2354.580714,106.8134825
VPS50,641.7413375,535.2136625,518.7563448,472.7260995,610.7099701,485.9750442
HIRA,655.9862921,426.3222723,500.5415168,622.2643033,552.9680381,318.4583561
TCF7L1,35.39032802,308.3377882,4333.031321,2408.249668,630.0096749,423.1737933
SEPSECS,287.3453673,519.5032807,533.6110782,836.9827014,329.9863076,596.6822076
FAM45A,563.6916834,429.0764584,542.5212728,520.6423113,446.983286,531.7671155
DUSP12,499.9793263,458.1038839,553.2669219,445.4508813,653.9146271,552.09717
EMC9,537.3396425,407.4109767,476.3308442,614.800507,714.1506802,514.4629472
EPHA7,12.3124966,2.897743463,4973.135198,663.7474052,26286.72915,386.5666893
TAF3,734.7967649,520.3658055,351.7446544,552.7513994,370.124222,529.9292753
DTNB,522.9365436,894.3072533,250.2103725,686.8238357,281.7516674,526.9682745
RANGRF,557.3505969,585.4061158,460.4427207,394.6565344,492.0250306,757.8813136
RABGGTA,959.3235618,589.8123201,342.9228418,512.78574,536.1427949,339.7016581
ATG7,757.9646427,655.319006,469.7211903,442.8948579,579.1674196,381.0034174
SLC10A3,525.6078875,544.400849,346.0482171,364.8317387,863.5697798,522.9962457
ASB3,439.2146497,426.0888734,572.7559966,501.6402974,546.945215,875.830537
FEM1C,1104.446665,470.7678407,570.4351627,689.5296361,453.6110875,477.4722845
NUDT14,547.0162808,754.5311393,366.6521194,389.6509225,955.9512847,500.7257802
SPRYD3,2041.01124,617.5637855,421.4175416,320.2851488,1236.187679,430.1450702
XRCC2,327.1899275,428.0915855,618.5347873,636.2452646,368.3956138,982.0550174
EEF2KMT,583.3962761,530.1760459,515.7176341,409.9793396,366.7341748,623.5319944
ABRACL,524.1825438,521.4075704,253.45689,339.0747047,585.564466,2572.736864
ZBTB24,529.4216325,502.2440284,465.0022023,715.8875983,628.910743,515.4727161
FHL2,4796.112242,252.6185039,409.7050029,634.735797,824.906606,263.4614167
ACVR2B,378.1702551,399.6592014,644.5699266,732.3603642,244.16831,1758.140829
SYNJ1,578.5546307,423.772115,444.4605485,619.6359463,465.3133111,713.5323572
RNF8,467.393119,554.496541,488.918925,484.0644019,591.728661,644.8325409
INTS12,519.5670685,522.7278381,523.9895434,552.451975,366.0188448,432.6478923
SERAC1,272.0938872,2132.390372,593.2312386,721.7409644,441.4389779,448.9746138
ARRB1,1819.480089,527.6022787,514.3532217,579.7859396,179.8847272,113.2868801
CISD1,1194.469524,625.8686912,263.4644796,415.5486859,295.8600518,902.1946385
