,BT12,BT16,CHLA04,CHLA05,CHLA06,CHLA266
CAPN1,2621.99557,6128.797837,4624.741864,4644.406053,5774.522267,5770.241282
COX4I1,11648.98584,6779.98801,4568.867164,3484.888127,4746.749452,5662.105698
CIRBP,3671.876688,4602.730426,5370.772716,5032.988311,5832.477648,5434.635344
CBX3,3928.59053,5813.531405,5545.270326,4833.646652,6284.756471,4827.424876
U2SURP,3699.164845,32877.039,6675.962653,24015.02241,3346.625698,3641.794479
CAV1,8784.697872,23.88106551,19314.28972,1571.434219,65994.50073,86.9426481
FXR1,5754.270786,8552.335998,5100.165628,4985.883854,5145.622775,5209.991791
BAZ1B,5144.077393,5193.686948,4700.581381,4750.292967,5833.890961,6366.955858
WASF2,3961.114103,8824.818297,4152.979324,5259.551934,5057.382032,6504.364525
PEBP1,8450.628565,5100.0366,5070.846752,5265.598271,3229.199944,5211.639574
SHROOM3,652.9417682,6988.381931,5378.907666,4921.240556,170.1186067,11158.50899
EID1,4779.956941,3839.015346,5437.468426,7384.710693,6540.172566,4843.471891
HMGB2,2142.174265,4681.291056,5780.159279,8155.82355,3452.368196,5577.454397
FAU,6346.328379,6099.953514,4839.472951,3451.491166,4862.618422,5390.482188
PSMB4,6264.142275,5123.743138,4995.029533,3199.665365,5113.642161,5561.075721
RAB11A,5559.622335,5309.91346,5688.258973,3617.293574,4917.237855,4603.563277
EI24,5717.753287,4755.505158,7162.93988,3994.586551,4907.292418,5297.705699
ZNF217,4753.339076,6843.201738,4058.639488,5532.586905,5444.770172,3941.688098
CAND1,4080.118332,4431.437956,5755.859239,4066.093124,7060.683447,6385.7151
PFKP,7748.243378,5289.369024,5434.005863,4667.835444,4896.832886,3785.453678
SEC16A,9063.63275,4156.808867,5033.066567,5143.914266,5342.026374,3983.298707
LPCAT1,39547.27555,4334.833625,5839.058925,7378.879515,3345.998309,3018.923239
TSPAN3,4279.048546,2500.690286,8480.545972,6245.931809,3397.728158,5890.907738
WDR82,3550.681186,4959.857205,6228.920691,4859.45692,5835.215156,5197.988261
ETF1,12558.41492,5178.953604,4061.569575,3039.103774,4977.843623,6042.792011
SMARCC2,3156.019201,4759.570147,5949.829454,5974.409752,4680.764073,5387.297682
OS9,4253.872507,5135.027576,4072.077163,7789.570536,5977.118985,4982.405138
ANKRD11,7893.151495,5131.870333,4312.965311,4944.236104,4927.51459,7154.56648
TMEM123,3082.444221,5248.677798,4264.401868,8579.911451,5642.499476,4796.2948
MSL1,3031.749637,3892.427094,5554.546362,7705.193033,5640.751327,4488.384069
NOP53,6254.022773,8776.212359,5146.530816,4892.936683,4625.491751,4502.631357
COPG1,8652.648906,4801.319932,5214.955044,4116.346699,5493.707297,4032.601542
PARK7,5521.292512,5157.698283,4854.905195,4401.718011,4839.497301,5458.247054
GNS,4933.448778,5901.242994,4259.333376,6822.523027,5036.45867,4421.159889
PTPA,5424.231134,10470.22187,6298.016405,4541.98726,4051.845571,3707.32967
TFDP2,844.4798399,4475.029329,15829.17151,12961.29189,1305.107591,5488.717026
EIF3F,4303.079879,5159.368194,4796.151797,4579.58231,5369.448734,5284.799505
COPB2,7163.452984,4682.407901,5258.097998,4070.532699,6669.413789,4478.300607
RAB1A,6317.745294,4814.979068,5093.885729,4153.034125,5751.846793,4824.948748
ARPP19,4378.935843,3879.141819,5274.601888,4992.427214,4920.467224,7970.181103
PRDX6,5103.581468,5391.010745,4039.116813,3897.628357,6334.164943,4806.574523
PPT1,2978.798744,6599.233024,5197.389353,7261.033785,4708.648111,4202.213723
DCAF7,5378.437501,3576.469201,5139.806547,5481.573374,4129.640812,4754.917157
AFF4,8089.033353,4468.225277,4964.908079,4738.675885,6527.988957,4910.399175
PTK2,5514.264448,3413.25312,5041.550275,4812.461022,5562.966764,3016.700229
SSB,5037.037123,3659.891517,5930.503935,2938.460157,6608.835187,4808.605642
MAPK1IP1L,5840.469989,4037.176087,4511.264994,8582.275373,3111.169879,5313.522118
MTA2,4386.339623,7760.127146,5283.740183,4941.301418,4877.196969,4615.844566
CAPZB,5549.714785,4206.847593,5010.236601,3778.587308,5449.314731,4807.71649
QARS,5507.042979,5911.103256,4377.70228,3465.963105,5242.099944,4564.458733
MARS,10840.625,6647.499107,4707.635888,4921.400049,4876.75997,4537.915505
DYNC1LI2,4443.075305,3535.555042,5349.572593,5457.837445,5779.011217,4331.569043
DCTN1,3370.17098,4012.931667,5414.586256,5004.027941,6699.9398,4785.093547
NUP210,4510.25972,8170.164958,3971.338711,5276.909577,2541.673992,9045.319911
WDR6,3538.284515,5963.846291,4585.498039,6365.757409,4989.393826,4797.211338
ARPC2,5176.856581,5282.746205,4597.974539,3512.882725,6254.476108,3867.394796
MEGF8,5426.85366,3842.418435,4330.920665,13719.52433,6947.537744,4339.055995
RPS15A,5006.162977,7303.541595,4759.028656,3428.337993,4673.081894,5458.121937
INTS1,24925.83668,4824.527277,4710.674363,3935.644771,4908.231278,5570.865058
SRP9,3274.663153,4918.01213,4798.492775,5030.162954,3841.798822,8362.627678
OAZ1,7703.929719,5738.340202,4897.761966,3617.952021,4818.687084,4258.584151
PNISR,4868.635964,5442.887438,4836.965637,5324.334151,4611.930216,4561.614469
DIAPH1,7215.287314,4194.622488,4342.244189,5361.342117,3048.776342,5910.672623
CSNK1A1,7795.942677,7247.818761,5268.66067,3779.23106,4428.901273,4052.962451
CNIH1,4356.103508,6626.271497,5326.382761,2042.201249,11240.65021,2590.686194
SRRT,3601.926726,4708.61968,5455.342826,5509.051545,4854.566903,4797.529405
PHLDB1,1033.617535,4194.200951,5456.982288,11218.63358,14700.45875,3439.188704
ARPC5,9530.957228,5949.553529,3701.35772,3307.807689,5975.905318,3664.490649
FADS1,8975.181381,2910.665281,3623.423338,4520.281651,5128.731814,6614.515
6-Mar,5188.212515,5325.805222,4418.486785,6137.16338,4450.615022,4175.834799
SUPT5H,7048.693065,4576.434271,4729.584366,4721.152954,5111.593303,4890.618496
UBQLN1,7912.269214,4883.419104,4718.359702,4269.661807,4041.399004,5509.367433
SEC23A,3849.057605,4674.122601,5234.851913,2799.968073,5795.122726,4894.167372
PRMT1,4936.637954,5506.890339,4625.915138,3260.975706,2938.996958,5409.282163
C1QBP,9811.358416,5318.878644,3861.602116,2449.353121,4225.549948,6864.445276
SCRN1,3033.366139,5004.256112,4537.394369,13891.19027,4431.086105,7720.664124
SLK,12107.42334,9594.560333,3537.241746,1651.208002,5986.166414,2961.720593
CNN2,4706.627397,4814.763945,4281.985293,3933.512138,8273.949735,11848.98091
NOP56,5074.961223,5348.503733,4443.98944,3773.308439,4425.567827,5223.201826
SZRD1,4827.304438,4961.249992,4646.411732,4890.256514,4175.517621,4690.476667
DHX15,4544.155494,5676.131171,4726.528179,4788.659653,4411.180208,5973.81385
GART,5363.522734,5688.552021,4617.597909,3171.995947,4895.978801,4339.320444
MOB1A,5144.653263,3748.807701,4874.408953,4186.325495,5004.549465,4635.174569
ECPAS,5164.588496,4452.274776,4393.61237,3125.659423,7302.771317,5049.613865
COPB1,5891.289631,4420.244881,4802.27615,3194.429966,5787.714909,4694.616711
BRD4,4424.848679,4426.182785,4491.045821,5989.855596,5396.455207,5000.856589
REPIN1,4660.740459,4427.140869,4825.112959,13898.80102,4357.622479,5085.214646
CDKN1A,14244.35697,3623.437403,3903.275801,4826.567902,4654.862363,4866.343954
CCAR2,3767.83326,4335.805303,5461.31195,4766.044632,5379.879538,4678.451137
ARF3,5651.695933,2529.992951,4317.172865,3895.166298,5113.391206,5233.842897
IVNS1ABP,16903.9396,2417.567014,6323.967896,3057.024173,7397.323695,1113.894148
VPS35,5303.824893,3372.875407,4488.221653,2957.85873,4861.815289,4862.075209
NCAPD2,2826.975674,5122.397915,4000.260555,5268.864395,4218.983237,5778.391466
ZNF207,4360.507493,4531.646171,4807.619576,4945.228389,4051.811151,5439.208116
ESYT1,2836.625267,4767.387912,4550.819137,3895.277537,7327.283167,5272.829078
ID1,4858.918684,7164.357958,5468.527246,4456.451366,4394.294573,413.6292515
DDX42,5664.57684,4464.609783,4575.908839,4035.657535,5236.478233,4723.068167
MPRIP,19555.09954,4450.71866,4839.325379,6392.718623,3452.509601,4457.474767
JUND,8763.619141,5123.524475,5000.904155,3209.341999,3156.732816,4289.382921
CPSF1,7800.417526,3601.739132,4365.04451,5570.292793,3929.338551,4917.210081
PDE4D,16406.6589,15.68397999,5338.905882,133.9703121,5386.775537,3909.623861
FBLN1,82680.14677,4737.6519,4510.802726,10642.00748,701.1018795,2142.898926
TNKS2,3236.964176,3619.208052,8605.764765,5624.147609,3447.497339,11310.26913
C1orf43,8093.242647,7417.478365,4188.600993,5044.016096,3272.350124,4102.268295
HMG20B,6157.360848,4396.167039,4813.501888,3236.87994,4949.348537,2003.084852
USP34,3774.766831,4962.699456,4449.235328,4747.1251,5867.611356,3980.917896
MKNK2,15992.64525,6827.179227,2079.643411,3668.246121,4649.647505,4545.522309
PSMA7,4954.986857,4249.974563,4744.092038,3424.868844,4436.852105,5233.108276
MCM3AP,4556.790267,4623.230736,4027.215979,3652.309968,4967.413115,5256.84026
TRAP1,7791.035233,9020.026718,4260.781755,3159.129593,3090.146939,4911.768247
AP2A1,3720.291293,4096.179864,5616.575766,5072.128089,6675.429277,3567.937004
GIPC1,5987.131457,4954.690896,3617.924952,4439.490195,4721.780971,3363.984952
GDI1,3670.562013,3476.133206,8726.431336,5827.263741,4152.431264,5004.722764
RPL7L1,5335.292734,5087.898791,4262.799838,4169.327525,4549.616607,4597.172288
OGA,4435.214977,3616.666019,4704.686296,3695.40095,5176.586238,8025.49276
ABCE1,4721.069196,4537.025037,4600.536805,3957.069612,4506.901281,4991.360858
LONP1,9536.621512,6627.453458,3578.552259,3491.874902,3153.987286,5553.464645
PCM1,4106.95317,4216.525912,4637.48234,5157.27524,6274.040893,4486.195367
TNPO2,4470.824739,4355.799769,5645.094925,5393.256341,4059.472477,4652.564522
LDLR,11837.44792,9977.745654,3017.451837,3073.022474,5064.373298,4057.517046
GALNT2,4294.874646,4660.657947,4457.507934,23115.30354,7606.328257,4167.365104
PTP4A2,8791.519353,4066.634138,5019.099614,3684.551609,3915.79895,5012.600088
STRAP,5368.757623,4147.431946,4630.206553,3525.120981,4441.513729,5335.645064
BCLAF1,3645.683625,3275.049565,5426.178362,4433.835205,4776.30922,4618.103217
OIP5-AS1,6453.874518,5220.828546,4055.87073,4815.845407,4225.713645,3449.517279
ATP5MC3,10401.46507,5339.174063,3617.629239,2877.545377,3648.584103,5645.732733
LASP1,9581.162344,5510.118387,3178.48521,1460.707714,3469.149922,15430.64515
SLC20A1,24102.53104,2239.310985,5107.943296,2682.324921,9162.377476,3856.280264
CD99,1677.618296,4902.27703,5294.514716,4525.950215,4319.985777,4426.955138
PJA2,3120.022011,5205.789735,5176.012615,4043.39533,4603.245999,4342.220558
CCDC47,6474.726196,4715.557467,3956.318305,4250.108871,3758.905728,4675.760679
KIF1C,5108.95488,4829.951751,4093.215375,3570.650803,8973.044833,3772.904445
ZC3H7B,10556.20408,3677.340699,4728.704333,4183.792808,6627.368747,2215.989996
PAWR,6346.792701,16189.09709,2548.735447,1046.785269,1389.269565,6896.263928
MYL12A,4012.694668,5476.583945,3029.183066,1782.220092,6578.466908,4880.903589
NDST1,15113.70748,2851.936618,4158.289604,4717.709779,5800.69187,4007.623457
TMEM184B,3917.747942,2211.326631,11250.46451,6570.40609,4952.943233,1214.792857
PTTG1IP,4000.46942,5024.671959,3387.63904,6547.228805,4865.597896,3721.241591
CTBP1,3597.574409,4434.565166,4746.448803,4395.239138,4425.929706,4473.145479
CD81,6012.550332,4873.470517,3583.895186,2984.079096,3982.663239,4921.172409
SLC44A1,558.0301541,8931.259272,7045.870837,1225.245384,17082.70419,1807.060674
TRAF7,6453.737671,4886.556627,4625.432194,3737.965623,4205.996152,2957.445253
ARHGEF12,4627.426233,3721.406188,3103.236655,4198.46981,7308.241279,4928.142251
CDV3,5183.328747,4115.128108,3441.545163,3424.554237,4692.406062,6426.431484
FKBP1A,5379.454007,3842.723704,4267.968875,1993.057783,5607.209364,4521.752741
NUFIP2,5406.423514,4213.926816,4355.306427,4409.776738,4265.971423,4967.391305
PRKCA,5851.516073,345.1831187,7696.587333,2902.091862,1563.494704,12259.8427
USP5,4340.097621,3653.807311,4476.314102,3882.785885,4400.863127,4799.943311
STARD7,4593.065169,3927.678761,3373.438854,4430.494858,4299.832065,6063.461897
USP7,4367.029161,4362.626197,4073.582327,3897.144457,5708.993118,5060.438005
UBTF,3368.761619,4110.523282,5066.705547,4616.144254,9249.510167,3177.012281
IRAK1,5655.150421,4713.837424,3899.030018,4003.911926,5191.008071,66.91254395
TRRAP,4005.220519,3671.192011,4281.607069,4404.065505,5126.510557,5555.755097
PLIN3,9407.682689,1445.385971,4727.14484,3954.281906,5565.313545,3504.854261
RNPS1,4104.646435,4999.272009,4556.309,3756.159107,4060.409351,5476.761054
ARHGAP35,3916.540431,4742.281126,3800.809538,10257.57413,3573.012871,4985.933438
FGD5-AS1,2927.706124,3820.760862,5483.961046,4430.512229,6231.609867,4224.107458
ATXN10,3417.242962,7265.953528,4600.41148,4800.942941,4051.928388,3044.278958
UQCRC1,10165.41029,6689.381469,3776.415052,4009.305142,3336.357401,4636.572913
ARF4,6062.491923,5287.10645,3639.397443,2478.91308,5001.590013,3480.726273
PHGDH,5512.958724,3127.455861,6423.382283,10723.61612,2771.895613,3007.590874
SRSF10,3109.527349,4624.782276,4995.109243,5255.241716,3995.388658,3864.00797
TOP1,7390.323599,3976.863945,3884.885673,4640.87952,3843.894472,4658.880096
SUN1,3098.921278,4237.569289,4377.229754,4921.534887,3857.80124,4768.329738
UBXN4,6727.27971,4891.08779,3904.626655,4254.837413,4355.811995,4126.116285
EPHA2,9550.497501,7258.484083,1884.061353,2573.567897,3969.264587,4632.38883
DST,4249.271248,4203.292098,3170.198868,7389.977983,19774.43384,4339.469862
ADAM10,4763.601813,4054.492017,2067.986575,5304.336592,3876.076598,4523.860283
PLOD1,2155.671491,8725.336799,3114.492744,5997.364275,5451.678506,29.47741567
SMG1,4240.249345,3573.082802,3992.735349,5310.365529,5034.498102,4324.429588
ABCA3,2398.256812,10220.69772,3665.391118,4349.045328,4209.075869,4639.126166
ANKRD17,5663.510818,4980.477739,4331.900777,3850.845335,4217.056861,4134.395794
DDX39B,2902.151296,4280.677742,4993.002943,4267.529003,5012.279024,4125.988878
SRSF7,3516.999091,4412.427935,5050.432231,5760.870082,3975.087585,4126.375964
DHX30,5374.851011,4263.20056,3991.792328,3811.848809,4274.824064,4312.551707
CSNK2A1,4087.699274,4559.560403,4442.744588,3542.282272,3828.617021,4824.44788
TUBA1C,3795.664995,10808.52162,2702.296984,4417.476077,4110.981183,5405.649444
DLK1,85950.55821,55.53459979,37.24316728,20395.1948,7745.627947,780.9329261
MTCH1,3502.567426,3533.81427,5999.132447,3568.937218,7024.63283,4945.781957
TRAM1,5029.455202,3993.387548,3927.224294,3707.962565,4664.263319,4520.569692
ABR,3509.527123,1671.550572,6109.618316,5001.880189,11077.23663,2098.813443
TRIM44,4991.78003,3142.106272,3412.295076,4151.435437,4359.66073,5606.843982
GOLM1,4456.778971,5512.629476,2573.155398,14644.63152,2907.846242,4053.998289
CLUH,8596.412344,4741.675642,3419.501793,1848.908451,3798.189151,4698.191478
MAPK1,4079.198192,3387.193409,4601.295577,4414.771957,5088.410525,2829.335797
RPA1,2871.239439,4507.032759,4349.927028,4140.743807,3689.046153,7557.312081
SKP1,6983.517613,3917.042623,4630.422824,3272.135861,4237.49169,4247.738408
PRDX3,10075.01879,7126.404044,3876.641723,3586.57778,3469.345398,4605.516706
COTL1,30442.77544,578.8628798,7715.493254,7272.677784,625.1743936,1207.033668
RANGAP1,11387.97828,3758.119524,4584.361632,3895.294329,5612.81468,2340.786072
PLCG1,1648.456903,2556.124466,9274.945619,5483.493213,5737.902487,2994.47445
TMBIM1,5354.85413,5426.859379,1450.596395,5040.350591,3426.462327,675.8333889
IPO9,3162.991788,3719.281852,4653.751895,4497.826766,3958.718117,4593.075553
DENND5A,3999.587338,4048.803804,4366.508624,5138.710248,7120.357795,4084.526169
UBE2H,2593.201733,3687.760564,3921.677233,4520.662616,5747.281825,8284.651632
CHCHD2,4852.776043,4197.462017,4227.5605,3180.470979,3443.998492,4631.931568
FNDC3B,2205.52233,17142.85217,1835.037408,4183.891235,4239.490076,6613.908802
CSNK1D,3585.887119,4035.100139,4700.155557,4126.501491,4438.029112,4295.301846
CPD,4438.982152,4502.830593,1663.558617,3440.932658,3964.21834,5607.523114
DDIT4,4909.466133,4857.617663,3539.002286,14448.49988,3494.26846,1212.474593
JPT2,3239.252535,3363.288397,6070.532306,4960.907215,3433.115695,5066.910776
RRM2,4057.626583,4324.519636,4707.50353,3241.220745,3905.765366,6653.832928
NR2F1,2043.268932,2755.655122,5618.863927,9806.8334,2710.480747,7915.271873
EXOC7,3636.569873,3580.648358,4580.629315,4343.432957,5190.86402,4025.654846
UBFD1,3994.331218,3082.136892,4367.982819,2512.381984,4930.46377,4373.29612
ATP11A,3079.5881,4246.432852,2883.611821,6185.003025,7807.803785,4113.415869
USO1,6650.331266,4746.592758,3202.646466,2593.58343,5536.712744,3604.723667
IRF2BPL,2093.346031,3756.552894,11086.35615,4581.012147,8566.52353,3640.485792
TFDP1,2751.814768,4269.67519,4050.515011,3753.113216,4856.475052,7250.433378
NUP188,4118.107126,4618.885339,3810.666111,4039.150124,4195.269123,4488.277537
LSM14A,4074.964685,4960.573584,4124.438095,4525.859391,4119.218517,4187.931258
NPEPPS,4307.317733,4134.269758,4174.332549,3430.948027,3185.845047,4399.322504
IER2,8599.846552,4571.721828,3735.965043,5808.460898,3333.765615,2411.921702
GOT2,8504.232462,4773.22104,2684.568923,3531.473064,2582.618224,5446.655001
NME4,3999.004376,3577.806739,5045.689662,4029.696034,4271.64133,5818.773753
USP1,2065.21017,17821.56608,5092.241073,3198.610413,2302.166885,6404.483977
EIF2AK1,5147.382499,4086.751026,4202.184632,3648.737709,3853.847205,4602.196189
RANBP2,4630.478926,3693.441799,2974.047482,3728.898006,4552.111387,4658.683633
PPP1CA,5783.581466,4210.736779,3711.344173,3477.668323,4067.269851,4661.977272
PFKM,4557.777795,5535.108532,4539.436176,3726.434796,2800.246547,3458.088441
GHITM,13371.78831,4694.2425,3349.160067,2696.225387,3552.164715,5233.096093
HDAC1,2929.815767,3688.518718,4555.056635,3212.456062,7951.736901,5945.400464
PCDH9,924.2613028,7021.011351,15761.02252,1113.091987,25765.28698,1220.965078
RAPGEF2,1046.028098,6252.791415,12295.37542,4218.141793,2669.402445,4022.18807
COLGALT1,2829.442188,7764.265862,2931.145934,4255.506634,3983.756359,5852.146555
GRHPR,11388.51681,3542.341674,2528.964692,6420.074865,3668.053148,4567.587647
EMP1,928.0643527,48822.63379,2912.290873,5316.44061,17292.73674,111.4010366
AMD1,5711.818915,4240.825664,2400.834215,2846.043605,4815.251442,3983.313131
ZMYM3,1531.76051,4187.845199,4034.483639,3210.416328,5191.144629,4278.390108
UQCRC2,12283.94455,6533.181595,3567.942862,2771.94326,4247.550176,3961.29385
CTSB,3397.510189,6820.709477,3506.86943,5667.848087,4056.373956,4120.360573
IGF1R,655.3075185,2967.60889,5166.630986,6864.426525,22706.88589,2401.786057
NT5C2,18700.44701,6829.233605,1438.874975,3158.476777,1272.418504,4960.112685
ZKSCAN1,3141.83476,3662.785136,4454.66576,4566.632908,4595.679356,2098.77408
PCNA,3588.945028,4119.701149,3805.342273,4892.465126,3994.019169,5238.560045
FKBP9,1514.421828,7865.858039,3262.458389,4695.59193,4446.735692,3660.527312
FDPS,8966.797558,3135.475523,5328.515642,3678.105663,4153.38922,3953.85479
LIPA,1733.840494,1067.390622,14756.98394,3317.028266,29673.61854,4780.980625
PPA1,7797.405986,6100.863939,3656.467588,2628.730308,2183.344763,4435.247043
YARS,9264.221049,7226.741258,3512.337936,4235.723771,3259.38065,3854.146672
RPS29,4312.234015,5254.539393,3616.835473,2182.472917,4630.927265,3758.317894
PPP2CA,8159.505072,3340.842104,3956.93726,3756.015298,4110.564971,5440.037365
RNF40,5126.61157,3879.473842,3981.625649,4100.765834,3725.909381,4081.371472
RBM12,4521.07652,3756.172308,4223.305695,4017.247002,3764.513834,4044.668095
MIB1,3941.047332,3306.909916,2749.330918,4120.836837,5473.202773,4425.211383
KIF1B,3992.846527,3731.349576,4842.876146,4064.159682,3139.126143,5391.402252
HMGA2,39.52356391,2768.28604,5286.964183,2081.550226,13226.30588,31723.8003
MBTPS1,4153.394573,4557.855586,3899.293503,3509.663739,7576.697417,3736.840605
HLA-B,8702.568794,270.9408384,3894.843147,11873.71749,1352.167464,4153.821119
FGFR2,9.268744427,186.5181299,8118.828749,887.2347509,15008.86671,7144.002076
ARGLU1,3465.216183,4422.085853,4640.0638,5507.43775,3604.602448,3337.450707
SMARCA1,676.767465,2869.484365,5856.918369,3310.925854,4712.633386,5486.872394
WAC,4558.972357,3871.731522,3814.996461,4235.512711,3821.821656,4148.502918
OCIAD1,6313.461621,4490.981508,3089.315484,2731.6001,4062.636912,3952.960607
PUM1,3905.447207,3808.863899,4124.395763,4180.818925,4107.208375,3507.112467
IFI6,41506.63891,693.5282776,12216.83657,5268.788636,2724.111457,864.1181335
CUL4A,19971.0941,5642.401914,3505.81161,2862.316091,4151.532822,3826.593564
SQLE,4108.654559,1021.364899,4753.595775,2377.80598,5460.414105,3863.721756
PPM1G,4146.637717,4703.024428,3693.737329,3820.714685,3073.298612,5216.238712
IER5,983.3676412,5354.367211,5443.804401,4558.916754,3407.43539,1942.570625
GARS,16359.78863,8441.69998,3580.4616,3891.40896,3561.362297,4072.29959
EMC1,3559.006444,6418.027999,3220.556947,3743.832815,4210.22359,4739.818383
CELF1,4344.121954,3885.148763,4067.028851,3325.046999,3749.947358,4133.527083
PHB,8062.144417,4341.761993,3526.500771,2223.884753,3609.302575,4762.948209
CLTA,4101.684029,3843.514933,3403.388591,3304.846523,6925.066552,4297.38821
OBSL1,1799.380838,1711.646067,5401.937313,3433.393288,4511.338296,13483.19834
CD151,3777.760275,6667.504622,3975.478002,3804.217523,6180.406792,3958.30644
NDUFS1,7683.202934,3857.351228,4061.416206,2922.512047,3658.942638,4209.57715
RPS21,5551.615369,5945.135262,3745.871951,2398.768286,3528.347074,4169.522108
NFIC,4785.499243,7774.327318,3702.940788,4211.205243,3486.40928,2197.573616
PABPN1,2890.725713,3820.630191,4339.953546,3822.319142,4086.586179,4151.536364
ZFR,5454.455722,2642.803625,3696.976173,3708.609234,4194.443963,5241.408366
TWSG1,8215.242761,1859.050676,1926.630729,6954.481803,3964.481528,3934.51862
DHCR7,8094.397092,2629.982643,3232.357345,2644.020883,4661.583869,7199.900325
ENC1,136.8332237,59.44131682,6076.491916,1810.938225,37205.34091,15902.25266
RERE,8238.036629,3640.949736,3442.506884,4241.06752,13803.09387,3330.239682
SBF1,3380.327057,3805.797615,5554.008722,5982.487381,4054.787163,2795.154452
LGR4,441.7371077,4254.428405,3833.659305,4024.988588,13342.65048,590.0410779
MCM3,2491.753762,4140.95631,3937.816435,3919.600129,2664.21343,5360.268041
TBC1D9B,5837.324857,3892.634852,3752.297665,4725.053529,3960.684528,3805.542509
RAB31,84.30720539,2561.136917,12084.76118,17538.10307,1768.8459,5284.181757
FOXK1,2611.473366,2615.229598,4155.75087,6706.004081,3688.594537,5791.991341
EIF3M,6481.504762,5223.160253,3640.78275,2501.116359,3553.064542,4181.651732
RSU1,1236.880675,2371.047018,10508.54734,4477.894324,17866.99668,3343.248588
ALDH18A1,4845.61476,3563.612226,3937.457476,3867.190527,3872.22537,3990.726024
PITRM1,2173.538296,4341.785395,4627.789335,3250.122939,6195.465737,3466.917105
KDM3B,4008.999699,2745.333074,3050.786361,4305.012602,3794.85273,4108.465425
S100A11,8476.393124,4734.786511,3067.222552,401.7368034,12470.81041,23.47217049
MEG3,40280.80424,58.81731094,6935.269545,781.9079934,16269.25304,866.228144
TRIR,3080.912206,3305.680159,4212.323248,3845.194413,3951.31751,4138.725181
ADSS,2290.227047,1617.119223,4193.997416,3598.691269,7109.452654,9554.134538
RRM1,3631.0536,4945.56756,4034.989605,3755.988501,2121.812487,4639.624786
RALY,2829.153403,3731.013949,4053.129445,4160.889167,3067.942315,4217.485892
ASXL1,4103.644361,3308.613213,3973.151008,3805.191572,4034.557719,2948.271264
SAR1A,7097.729743,3294.771608,4595.090802,3404.780376,4371.8714,2461.743887
NCLN,6934.029401,4167.324802,3252.754432,2992.501732,3670.918126,4097.820349
POLR1A,5305.807028,2975.209477,3875.288655,3232.316041,4830.802993,3878.531019
EML4,1375.181992,1538.367699,5927.382237,1809.838407,21700.40462,8601.686848
HERC2,3381.292683,2544.420396,3871.34711,3864.211193,4952.84078,4861.525027
DNAJC10,3786.806651,3943.659278,4765.905669,2912.736757,6221.434646,3344.798551
DVL3,5493.269309,3311.938795,4000.945705,3728.674877,4844.307239,3318.822587
DAZAP1,3846.60913,4912.709153,3116.880776,2864.036108,3881.352679,3993.562819
BCL9L,7143.048288,4376.949716,2961.102083,3253.413421,6400.170491,3342.858812
AHNAK2,28686.66909,7017.416473,760.2643233,4995.358757,2724.095527,232.2263038
SPINT2,25173.96857,914.3491203,2305.575008,146.9532563,5412.828558,7530.222325
STK25,2321.059169,4580.90437,3983.74703,3106.085439,3732.687585,4395.423448
EEF1A2,116.9796798,17331.89583,5634.705942,6592.281612,2080.099122,118.9745375
SSBP2,14.43665524,5230.98062,3929.267042,3783.274481,624.2121966,4084.514833
SCAF1,5274.522578,2794.813821,3686.567959,2795.76586,4019.500174,4344.081896
TXLNA,3240.458411,4016.40481,3678.432465,4451.548188,6711.832858,3173.925912
SRP72,5574.422453,5230.954409,3813.556541,3373.032876,3577.474168,3878.967859
STRN4,3497.122617,3551.727603,3818.319592,4258.971694,3871.842527,4567.975998
CRIM1,13666.48849,9805.247915,5327.362757,2355.648043,1621.500532,33.29804436
EIF2AK2,9629.563433,2270.564467,6020.874945,3890.549557,3483.309545,3786.801051
NUTF2,3586.907767,3872.922671,4255.900256,2915.901736,3858.712785,3817.638152
NAP1L4,3507.621657,4096.549969,4312.129406,3575.178718,3396.315209,4855.405625
SRSF1,3319.409509,3728.480142,3941.703191,4187.72145,3569.837945,4811.751583
GPX4,4118.68311,4171.42239,3548.698409,3341.663556,4299.094156,2076.124347
HEXB,5296.726026,3673.482251,2152.422419,2660.683066,7337.30316,3993.884509
PTPRF,1497.836048,16885.12816,6072.698865,4535.467225,1491.231299,3127.978975
NPLOC4,5210.134396,3519.877614,3350.172007,3794.334542,3868.026019,4600.433239
SUMF2,3045.202016,5686.310861,3304.304465,4439.916956,4354.18327,2924.171366
EIF2AK4,3530.658329,3779.621536,3878.231868,3690.868292,4616.977887,4242.4924
FKBP4,6668.531126,3809.348618,3845.058591,2440.577616,1746.944387,5477.173593
TSC22D1,2503.687512,1597.709652,5049.232335,6234.178805,7887.490045,2599.805816
ABCA2,2453.430897,10411.18072,3833.254984,3812.432163,5761.299665,2544.110854
ABCC1,13544.74089,6411.532424,2306.040437,1950.422545,5334.93668,1879.665371
TAF7,5242.029324,3671.063611,3969.404309,4849.730638,3664.562735,3234.580005
SCAF11,3952.100672,2719.402828,7549.456878,3688.246297,26152.00573,3407.14646
PDCD6IP,5696.400116,3893.479314,3563.755656,3745.020386,5901.065976,3648.778377
ANO6,3780.272443,2785.956807,3865.943214,3849.331925,4733.266421,2592.744707
ATP5PB,8066.789582,4999.420174,2977.762705,2723.861434,3368.757274,4260.286719
NUP98,5363.951005,3464.054633,3142.73845,3215.147666,4209.597409,4164.234141
GAS5,4632.368806,7182.507331,2770.557169,1133.192846,3962.930484,3659.592445
