,BT12,BT16,CHLA04,CHLA05,CHLA06,CHLA266
C2CD4B,1.212744923,0.228115248,0.32028992,0.078366722,1.017115261,0.025088268
C2orf27A,0.206565052,1.112621993,1.014271989,0.544065416,0.008328207,0.247478567
C3orf15,1.061845425,1.089583582,0.375667997,0.040184282,0.452805076,0.064690955
C3orf48,0.289865908,0.350824183,1.098123545,0.345271769,1.014946225,0.323052723
C3orf56,1.061731851,1.178622093,0.038390499,0.247084249,0.143006649,0.25935834
C5AR2,1.246554852,0.040019451,0.187254499,0.171063417,0.18384542,1.006498899
C5orf27,0.324222875,0.297625044,1.069972633,1.063191314,0.305343505,0.323285734
C5orf42,1.167833485,1.004291982,0.038939183,0.373821324,0.371505769,0.122286766
C6orf145,1.086836663,1.100768381,0.135931944,0.029912294,0.41154026,0.291588892
C6orf174,0.465054679,0.178011483,1.002944578,0.291969298,0.145016533,1.143035009
C6orf191,0.105487112,0.336255639,0.177115767,1.146046139,0.00199027,1.094383649
C6orf47,0.371927469,0.226656991,0.315528846,0.204915734,1.118968408,1.040828528
C7orf34,0.258605843,0.012796001,1.043378915,0.576170663,0.303837328,1.042447424
C9orf156,0.280780822,1.037734176,0.352659627,0.133722348,1.155966586,0.180075953
CACHD1,0.364722774,1.084330396,0.114990544,1.100294982,0.346914015,0.116834718
CALY,1.023520413,0.199153795,1.248854765,0.000714125,0.085875588,0.11134202
CAP2,0.471081422,1.042209035,1.064526007,0.130270151,0.146823883,0.432210718
CAPN1,0.345746554,0.415284159,1.108737466,0.026944785,1.059973468,0.145246387
CAPN11,0.144611503,1.06483068,0.250637403,0.05046125,1.173192062,0.264848531
CAPN12,0.333535787,0.108017143,1.030847587,0.198189362,1.021792744,0.630687449
CARD14,0.045789349,1.076629168,0.567987361,0.021672047,1.00093759,0.424834387
CARM1,0.229323077,1.067471373,0.535005542,0.083178478,0.227007623,1.062967737
CCDC105,0.00696873,1.059735574,0.235414384,0.307950254,0.553619967,1.042511514
CCDC183,0.098542043,1.158778396,1.083747862,0.174388838,0.23333054,0.2341468
CCDC39,1.038311347,0.043432428,0.09571247,1.147029378,0.346303972,0.376730838
CCDC61,0.331079687,1.175621688,1.023967874,0.022996953,0.33081976,0.128396934
CCDC69,1.208058921,0.071723728,0.068520309,0.280817966,1.057574602,0.00991039
CCDC74A,0.22040726,1.135051283,1.061337081,0.364141197,0.262133383,0.044685245
CCDC89,0.348120811,0.586898512,0.297702644,1.047107145,0.019580211,1.007762414
CCDC91,0.001758328,1.145248998,0.161974649,0.019891786,1.136392441,0.192481321
CCDC97,0.480250692,0.210955731,1.031485388,0.201785823,1.025991624,0.483926836
CCKAR,0.096919883,0.292254836,1.134487264,1.097965865,0.103156976,0.26197053
CCL28,1.216838159,1.013665462,0.05326477,0.106722402,0.246077362,0.289262886
CD2AP,1.178289948,0.018719245,0.148473228,0.126060304,0.391716847,1.042387388
CD5,0.570369159,1.102310893,1.016536984,0.221350507,0.063563578,0.199681165
CDC73,1.063487624,0.128257514,1.191470078,0.225888125,0.005257173,0.220355892
CDH20,0.076581133,1.061804203,0.236713491,0.156700198,0.392013518,1.139785508
CDK14,0.006259983,0.082401419,0.385927809,0.374862025,1.055639148,1.1207148
CDKN1B,0.485923582,1.006949217,0.458575812,0.314835887,1.014234196,0.280203139
CDR2,0.438923643,1.030580562,1.067412187,0.509092942,0.008335646,0.115336569
CDRT15,0.317956341,1.038531178,1.096231162,0.362455051,0.283945066,0.270743791
CDRT15P,0.033086036,1.00141395,1.102006532,0.502100377,0.008294526,0.442888357
CECR1,0.240084399,0.174273847,0.177014614,1.17440325,0.135232248,1.072291866
CELA3B,0.145418419,1.061092428,1.181813336,0.225345555,0.209218976,0.168425203
CENPJ,0.34855413,0.462851365,1.020820875,0.063576679,1.131894666,0.060353234
CEP170L,0.063568238,0.272833253,0.376514006,0.024102423,1.031966151,1.175112719
CES5AP1,0.395068432,0.149688097,1.011744284,0.3147692,0.337099188,1.118856142
CFAP126,0.090198217,0.572640125,0.089473704,1.031337284,0.362417821,1.061887669
CGB5,0.023678605,0.193478737,0.410613101,0.303443527,1.141718831,1.031731063
CHCHD1,0.060309642,0.454783198,1.135958109,0.33253626,1.009887945,0.188007461
CHCHD10,0.010342187,0.20078616,1.24747443,0.066220679,1.031508883,0.040699104
CHMP4B,1.03867215,0.166301533,0.491168139,0.50835843,0.172535845,1.015247547
CHRNA5,0.344302715,0.145317846,1.041661404,0.027498134,1.198472454,0.069671953
CHRNB4,0.048242115,0.451294746,0.206001501,0.583287688,1.006351618,1.032118062
CKMT1A,1.092286877,0.400426598,0.3116335,1.028980847,0.267428527,0.292915595
CLCA3P,0.092663751,0.190513714,1.122192576,0.425085615,1.055426943,0.260470019
CLDN14,0.070855961,1.050321228,0.162237661,0.384839619,1.094090524,0.432452022
CLDN8,0.367522897,0.386226709,0.044607561,0.042431477,1.100947689,1.080067793
CLEC14A,0.086956592,1.040155784,0.425599997,0.529230048,1.038808281,0.191934147
CLEC18B,0.006890649,1.009824689,1.177311393,0.041097575,0.446376839,0.244683208
CLEC2A,0.050866479,0.467957924,0.049180581,1.068227325,1.016470637,0.518028713
CNGA1,1.082453252,0.016098847,1.016365976,0.018814845,0.495619477,0.464445893
CNIH2,1.136710882,0.169371259,0.247003406,1.118320989,0.157020253,0.097777998
CNKSR3,0.337863856,0.218901261,1.021237668,1.02188228,0.512724242,0.393117036
CNOT6L,0.338329489,0.380243333,1.050000379,0.417782222,1.005739187,0.345051791
CNPY3,1.03962521,0.288482894,0.331130789,0.061177463,0.562035718,1.036025713
COMP,0.253442478,0.189662563,0.067498165,0.445860978,1.051299628,1.121553729
COPRS,0.368209029,0.504524239,0.135945094,1.050374591,0.024325315,1.074329791
COPZ1,0.044067246,6.48981E-05,1.206477085,1.052525667,0.103083126,0.301166688
COQ7,1.009474131,0.094436299,0.14466416,1.235615549,0.206772629,0.21973167
COX20,0.460180541,0.355885956,1.011437698,0.173186549,0.1733393,1.115885035
CPOX,0.118603978,1.04897668,0.522481168,0.054524213,1.067987166,0.368363462
CREB3L2,0.137587806,0.027278728,1.062240814,1.090706808,0.330216009,0.46899108
CRISP1,0.342500578,0.043514241,1.074281108,0.013527959,1.100771981,0.426033651
CRYBA1,0.177907634,1.136598384,1.029692747,0.259321605,0.088215018,0.455919858
CRYBB3,0.220269591,1.039698622,1.143775892,0.237273667,0.05798339,0.411449378
CTBS,0.121110005,1.030969979,1.146788346,0.196806196,0.233563865,0.425078423
CTNNBL1,0.027900041,1.078149566,1.219838589,0.107870611,0.061963337,0.000244883
CTSF,0.061718379,0.131790363,0.414800804,1.062182928,0.131079828,1.152395162
CTSL3P,1.089248702,1.117575698,0.23718755,0.136381054,0.047350652,0.392592259
CUEDC1,0.444902743,1.112894327,0.023569111,1.040229487,0.246619597,0.294517095
CXCL17,0.205642621,1.120285484,0.122980172,0.199051742,1.13716519,0.146450757
CXCL8,0.254186012,0.400280952,0.192957942,0.112944659,1.010754868,1.170562528
CXCR1,0.402865019,0.079801549,0.300044831,1.040858208,1.147839582,0.083962734
CYB5R2,0.030310795,1.120475915,0.355989214,0.354457418,1.075948537,0.015748379
CYP1B1,0.375821349,0.326648907,1.119821647,0.103431444,1.074221538,0.008658892
CYP7B1,0.656217658,0.238417018,1.024541429,0.101009423,0.33920916,1.002123485
D21S2088E,0.401344589,1.022072975,0.37674695,1.140400457,0.135847185,0.007077935
DAD1,0.409445783,0.39254653,1.142344704,0.057336457,0.180780052,1.002001857
DAPP1,0.017154693,1.207923819,0.173681313,0.334189794,0.001941199,1.032201844
DCAF10,0.395678433,0.17226092,1.131466049,0.088246421,1.088116439,0.091821482
DCI,1.222712107,1.016134726,0.074542957,0.222211552,0.24522777,0.155050643
DDI2,1.207879073,0.085150801,0.092157475,0.159104509,1.06856164,0.1575212
DDN,0.045459747,0.061913037,0.220370917,0.349887889,1.126763986,1.104619798
DDX41,1.05262717,0.475716042,1.092820741,0.304792428,0.001437031,0.212554215
DDX46,0.113152328,0.341515735,1.04973408,0.467320153,1.071804646,0.261027312
DEFA6,0.202308587,1.07559367,0.191952438,0.322124156,0.293616295,1.11445768
DEGS2,0.539807781,1.080283879,0.137988089,1.042123007,0.163384436,0.276596128
DGCR5,1.073152702,1.048721908,0.542328052,0.163673412,0.05152065,0.302703196
DGCR6,0.384692558,1.014617919,0.289471418,0.268493725,0.423383837,1.074286891
DGCR8,0.012960521,0.13368303,0.019419382,1.105955233,1.193108448,0.040070954
DHH,0.057277327,1.216595125,0.089747021,0.174574337,0.346394166,1.012305602
DKFZp761E198,1.049844271,0.371096858,1.071383301,0.071630143,0.481867503,0.203939818
DLD,1.111750038,1.052949149,0.213170348,0.243055871,0.463465484,0.051561623
DNAJC10,0.157898808,0.327834589,1.051050463,0.0422561,1.090421015,0.488618944
DNMBP,0.261629831,1.131588296,1.005588974,0.237801887,0.298732842,0.40090422
DOC2B,1.130939815,0.206367167,0.247504558,0.158995735,0.256139758,1.092203584
DPAGT1,0.095990313,0.127945535,0.069755464,1.212467791,0.342534651,1.024113524
DPF3,0.066678009,1.029444551,0.433979131,0.036608627,1.087900671,0.478809647
DPPA4,0.050705203,0.341659095,0.407043963,0.135671003,1.145842123,1.024850785
DPY19L2P4,0.079841118,0.222969747,0.047794801,0.057674868,1.122278912,1.159937872
DRD4,1.08949478,0.340333932,1.02543804,0.407174464,0.197191175,0.328088446
DVL3,0.023276205,0.214559357,1.138767452,0.181948223,0.323337462,1.08887354
DZIP1L,0.044979153,1.026651103,0.3081354,0.117524899,1.209422736,0.197909513
EBPL,1.096939563,0.393578062,1.113135152,0.244715113,0.085450471,0.047216891
ECRP,0.251009719,1.014712453,0.253857417,0.19348628,1.213291329,0.007940293
EDAR,1.087834735,0.211047255,1.079537585,0.264425778,0.450719549,0.016456333
EEF2K,0.094885983,0.10795018,0.225295637,1.012903147,1.252707899,0.001444918
EFCAB8,0.391235668,1.081884003,0.546637294,0.050373396,0.042917062,1.019772836
EFHA2,0.052412713,0.086890896,0.004971711,0.088658543,1.120801077,1.17995315
EHD1,1.018013687,0.213458467,0.109714095,0.041065221,1.224224268,0.268889733
EIF2AK3,1.162846048,0.246051722,1.020584807,0.405883602,0.119827081,0.18226604
ELAVL1,0.598481896,0.282705794,1.01180845,0.322516846,0.043226863,1.048294569
ELOVL2,0.431881518,0.005421983,0.089012577,1.048868452,1.054646572,0.50969399
ELSPBP1,0.222979805,0.430811067,0.09266881,0.401077674,1.011982295,1.112559897
EMR3,0.094343924,0.380178943,0.374255451,1.096370839,0.121264545,1.075373708
EPS15L1,0.01095686,1.142062303,1.011895166,0.348497465,0.465675714,0.002032029
ERI1,1.136553865,0.055799358,0.329130685,0.364651213,1.061856645,0.05441839
ESYT1,0.207368324,0.284301568,1.029128022,0.432608233,1.127710752,0.157644389
EVPL,0.219004865,1.063931305,0.431778553,0.047042666,1.100200568,0.296085617
EXO5,1.240048367,0.176564166,1.005172868,0.041140105,0.151223916,0.250675355
FADS1,0.511382766,0.101154698,1.028220678,0.183202832,0.450486564,1.04937261
FAM101A,1.095690625,0.300444278,0.230347792,0.17825586,0.140039436,1.127570688
FAM102A,1.003836716,0.191574377,0.516524316,0.111932202,0.329772579,1.110946278
FAM131A,1.09348593,0.031453261,1.103657543,0.312974348,0.036104537,0.390703758
FAM179A,0.355981574,1.148817588,1.075061097,0.01384505,0.248993289,0.047076845
FAM181B,0.157514245,0.407641404,1.020012227,1.013310413,0.561704758,0.304875785
FAM18B,0.19772657,0.061117258,1.132834482,0.106136943,1.151870419,0.049508306
FAM209B,0.011549949,1.187077115,1.090737695,0.195555618,0.052542595,0.163308741
FAM24A,0.107824516,0.158259763,0.17012964,1.150940214,0.275951506,1.095553597
FAM27L,0.318493033,0.432271609,0.15538005,0.099853493,1.009608501,1.151063467
FAM32A,0.152507494,0.075962229,0.325777589,1.039426482,0.359520711,1.149714869
FAM49B,0.073515663,1.054545111,1.110056448,0.451887206,0.269372005,0.200519528
FAM65A,1.081108217,1.014003642,0.131107698,0.497545238,0.434493942,0.12705442
FAM69C,1.015411189,0.053379184,0.125476008,0.499806461,1.125235939,0.317884887
FAM71D,0.184630368,1.014644792,0.050034612,0.132023195,1.152596666,0.504640049
FAM74A3,1.042259976,0.375576267,1.097586805,0.058398477,0.098191232,0.470695851
FAM78A,0.020882883,1.004457679,0.156385908,0.460150366,1.111277123,0.431466786
FAM81A,0.070897095,1.191727255,0.096204706,0.126421763,1.10274271,0.012129608
FAM86HP,0.19358375,1.115985199,0.347435869,0.478152367,1.001482724,0.177369726
FAM91A1,1.012227673,0.282014106,0.161272676,0.106438819,1.219774002,0.193243717
FASLG,0.02433703,0.163074578,1.265911863,1.001842326,0.050041843,0.175373832
FBXL16,1.100531295,1.030346645,0.446595428,0.009939212,0.051471592,0.437821583
FBXL18,0.20095781,0.054995917,1.067363769,0.400370626,1.111193091,0.298238055
FCER2,0.272312546,0.015509287,0.038437695,1.049991872,0.13248405,1.212748776
FEM1B,0.287960687,0.280261279,0.237275137,0.127697246,1.042659644,1.159936944
FFAR3,0.089098742,1.126121391,0.182403906,0.30300541,0.235889115,1.099932523
FGF18,0.306696655,1.034764209,0.045427686,0.152357603,0.069486403,1.213161978
FGF4,0.074330328,0.52240794,0.261700776,1.007768017,1.140743731,0.053401122
FLJ10357,0.067378368,1.137623965,0.526222393,1.016732201,0.159534312,0.178417949
FLJ36031,0.397997744,0.057226041,0.586537562,1.028338607,1.044092395,0.115559989
FMN1,1.224885899,0.115447691,0.095997395,0.137906875,0.007005201,1.060523527
FNBP1,0.000730604,0.000294229,0.407185436,1.099761092,1.031837076,0.476134285
FPR3,0.119485994,0.173476358,0.541266595,0.447838695,1.051219867,1.011782331
FTCDNL1,0.12128269,0.177516807,0.125928189,1.184394108,1.093217126,0.081694325
FTL,1.134111961,1.028655724,0.070520755,0.240616787,0.502133003,0.085539225
FTSJD2,0.435881807,0.150297793,1.077536275,1.033717709,0.20102821,0.428969955
FUK,1.018665818,0.622883593,1.007120489,0.428723741,0.207134929,0.001429748
GADL1,1.164033232,0.268245206,0.260396137,0.184838856,1.015906133,0.325116886
GALNT14,0.384818833,0.193993956,0.278520163,0.135695733,1.171200323,1.006603431
GEMIN5,1.119542208,0.181794046,0.079571456,0.255263696,0.018217768,1.143861783
GFY,0.471782519,1.141696487,0.268301465,0.022544352,1.031103711,0.070343926
GGCT,0.52312341,0.154311161,1.006196549,0.34784688,0.25339971,1.08238453
GIP,0.561976194,1.02452815,1.055805462,0.124452786,0.409172737,0.059627984
GIPR,1.077139233,0.254882556,0.428714825,1.110091314,0.148077811,0.058706539
GJA9,0.528942096,0.475078019,1.057774222,0.184335976,1.00141363,0.074111307
GJD2,0.197242544,0.097565024,0.160702681,0.539906574,1.113962428,1.029566103
GLI3,0.255517699,1.085609754,0.011841339,0.039857351,1.176416777,0.192726688
GLS,0.016906578,0.477240367,1.143610966,1.004138762,0.004732788,0.349941953
GLTP,1.129309009,0.026988926,0.295696613,0.184136865,0.151474178,1.116383504
GLTSCR1,1.054951922,0.167643411,1.081418733,0.517920075,0.295142882,0.028666971
GMFG,0.176601808,0.450355271,0.495429412,1.072339257,0.074907689,1.015719278
GNAT2,1.218708897,1.048195318,0.027710986,0.089808705,0.016763383,0.271269888
GNB2,1.07322944,0.237263185,0.23632063,0.042957321,1.174626512,0.145296947
GNB3,0.031403579,1.016775182,1.01824609,0.568069058,0.082762429,0.5152393
GNL2,0.406379042,0.363547009,0.146508794,0.065796017,1.142496863,1.018952054
GOLGA6L6,0.292013142,1.141280291,0.119967107,0.484232727,1.000338038,0.171244438
GOLGA8H,0.136306283,1.011004559,0.463732529,0.073043192,0.082707001,1.182680613
GPR32,1.010618728,0.219826078,0.490773616,0.107911131,1.130149812,0.259327586
GPR62,0.266455621,1.067511011,0.359619357,1.057387944,0.278827201,0.361867869
GPR78,1.050708402,0.426111504,0.088625082,1.037877631,0.511156207,0.186500556
GRHPR,1.046315945,0.087297507,0.164714693,1.226916295,0.16668035,0.063497187
GRK7,1.033716867,0.467838225,0.156939297,0.220205384,1.087767289,0.350521716
GRRP1,0.073102144,1.241911689,1.014968643,0.187586235,0.2100226,0.097563645
GSDMD,0.243333339,1.037353516,0.273068461,0.010832634,0.441191514,1.123396436
GSTA3,0.014027499,0.26786348,0.219417252,1.192729316,0.297965913,1.017441996
GTF2A2,0.161241816,0.196781661,0.491654959,1.034690082,1.044054981,0.446750214
GTF2IRD2P,0.517658607,0.209464405,1.033824901,0.386258344,1.061015076,0.105254317
H1F0,0.214244891,0.186729654,1.049601871,0.067342533,0.518910789,1.100195582
HAS1,0.204989205,0.485361912,0.218564363,0.150664567,1.03136276,1.120218983
HBEGF,1.006754588,1.083386802,0.334263433,0.410700735,0.382527102,0.229457586
HBQ1,1.142877578,0.206419626,0.036422929,0.081558601,1.108123051,0.286309826
HEATR3,1.139677564,0.024197719,0.111180578,0.291227961,1.118844039,0.13501614
HEATR5A,0.26630302,1.020059257,0.546625324,0.331144689,1.07087461,7.03311E-06
HELB,0.295533007,1.084946782,1.070884223,0.049338844,0.480263865,0.149454573
HELLS,0.486804492,0.159003892,1.060861352,0.147041148,1.09962211,0.21952021
HEMK1,1.144706394,1.112981835,0.053824316,0.261326928,0.036504684,0.212282737
HEPACAM2,1.02717662,0.260131746,0.374269294,1.021746986,0.47973226,0.360165078
HERC1,0.237540301,1.014275124,0.368153127,1.114521129,0.413040969,0.182182138
HEXB,0.181134876,0.111363194,0.332275188,1.02480274,0.600871587,1.048704411
HHIPL2,1.168062987,0.009921613,0.215453906,0.058768632,1.09257082,0.242099054
HIF1AN,0.389766747,0.099064031,1.085356628,1.130799691,0.027362393,0.217897259
HIST1H3A,0.090563145,1.05878512,0.087108892,1.143623894,0.371345978,0.289961458
HIST1H4L,0.152859538,0.462937691,0.022426878,1.056979489,1.110643151,0.278841368
HKR1,0.370188617,0.200767098,1.098960981,0.06612494,0.074573815,1.127683744
HLA-G,1.023667908,0.096581239,1.215973477,0.05911149,0.269987598,0.233374757
HLCS,0.197743291,1.014591453,1.182236852,0.441541227,0.074313033,0.001839504
HMGN1,0.254305065,0.330433684,0.306007246,1.050108601,1.0924167,0.321039603
HMHA1,1.005920132,0.589663719,0.090412082,0.220547472,0.468761145,1.015152949
HMP19,1.108436288,1.097457524,0.175134532,0.310519743,0.292061889,0.145697913
HMX2,0.113958126,1.07656386,0.086924618,0.156224626,0.238342732,1.185715474
HNRNPA3,0.28569132,0.486112878,0.149919484,0.160351078,1.126026664,1.01617766
HOXC13,0.321188859,1.0583704,0.63346181,0.088280522,1.002934607,0.168556636
HRCT1,0.041875403,0.122361332,0.371471366,1.084858748,0.490802575,1.046013468
HS3ST1,0.286175256,0.646054803,0.170931571,1.031860464,0.177784622,1.020697109
HS3ST6,0.095209832,1.263212955,0.084493066,1.003772836,0.061923025,0.20823386
HS6ST1,0.588846098,0.041810597,1.009882348,1.02243302,0.499313966,0.060272207
HSD11B2,0.06248802,1.218774899,0.156154449,1.031588148,0.259671388,0.146157833
HSD17B2,0.355967327,0.254491171,0.237074282,0.269871622,1.04820271,1.116881526
HSD17B6,1.056861151,0.130829379,1.140177308,0.4211099,0.026594488,0.233558852
HSPB3,1.00959371,0.355768844,0.238448353,1.176834865,0.003482127,0.281079518
HSPB8,0.062178939,1.000594849,0.064031232,0.593533548,0.396441435,1.071476791
HTT,0.343045763,1.004861388,0.033873044,0.410909104,0.184620739,1.15549183
IFIT1L,0.105768827,1.003886541,0.175626736,0.075681692,0.513834223,1.16064351
IFIT2,0.333147397,1.014669793,1.071044219,0.396495921,0.329496162,0.33647026
IL17B,1.031930883,1.219459152,0.223843463,0.062557059,0.186817646,0.160575781
IL17D,0.257144925,1.099469266,0.374368576,0.029674386,1.113696392,0.10177639
INHBC,0.118910361,0.310600505,0.133393637,0.118665138,1.031192349,1.20864444
INPP5B,0.198716153,1.048324672,0.333703907,0.269412856,1.07592929,0.432005229
IRF2BPL,0.013396967,1.098196633,1.176608141,0.029598914,0.140699491,0.235312947
ISCA1,1.025490759,1.025467651,0.566688435,0.432597807,0.084932968,0.219000488
ISLR,0.453442515,1.06546038,0.415335465,1.065534885,0.111912328,0.073879785
ITGAD,0.07915196,1.086930154,1.204923581,0.077142943,0.143040463,0.027056053
IZUMO3,1.081404731,1.005137776,0.084719469,0.128047273,0.53739741,0.417802651
JAK3,1.115169028,0.107386376,1.181409378,0.082939397,0.086813801,0.037271623
KBTBD8,0.199191538,0.148224727,0.389916609,0.021566655,1.138936037,1.074869038
KCNA7,0.22698379,1.146103165,0.414480431,0.015092608,1.059355351,0.085656219
KCNS2,1.069058351,1.110193259,0.361758255,0.400281289,0.007477012,0.010088885
KIAA0182,1.142046425,0.137722259,1.143117159,0.115871318,0.09701171,0.117791916
